AREA,DEMIX_TILE,DEM,REF_DEM,REF_TYPE,REF_SLOPE,GRID_FULL,RUFD_MIN,RUFD_Max,RUFD_Mean,RUFD_AVG,RUFD_STD,RUFD_MED,RUFD_RMSE,RUFD_MAE,RUFD_AB_MD,RUFD_AB_MN,RUFD_N,RUFD_LE90,SLOPE_PC
us_3dep,N39RW113G,ALOS,canyon_range_area,DTM,ALL,100.00,-18.78,22.15,0.49,0.34,0.64,0.51,0.81,0.58,0.53,0.49,130321,0.97,100
us_3dep,N39RW113G,ALOS,canyon_range_area,DTM,FLAT,100.00,-9.03,19.23,0.50,0.34,0.62,0.51,0.80,0.58,0.53,0.50,129655,0.97,99.49
us_3dep,N39RW113G,ALOS,canyon_range_area,DTM,STEEP,100.00,-18.78,22.15,-1.01,1.07,1.45,-0.60,1.77,1.17,0.00,1.01,666,2.85,0.51
us_3dep,N39RW113H,ALOS,canyon_range_area,DTM,ALL,100.00,-18.78,22.15,0.49,0.57,0.76,0.50,0.90,0.71,0.61,0.49,130321,1.42,100
us_3dep,N39RW113H,ALOS,canyon_range_area,DTM,FLAT,100.00,-9.03,19.23,0.57,0.52,0.70,0.58,0.90,0.73,0.43,0.57,94029,1.41,72.15
us_3dep,N39RW113H,ALOS,canyon_range_area,DTM,STEEP,100.00,-18.78,22.15,0.25,0.64,0.86,0.23,0.89,0.67,0.16,0.25,36292,1.44,27.85
us_3dep,N39RW113J,ALOS,canyon_range_area,DTM,ALL,100.00,-47.69,23.74,0.46,1.09,1.67,0.47,1.73,1.18,0.84,0.46,130321,2.55,100
us_3dep,N39RW113J,ALOS,canyon_range_area,DTM,FLAT,100.00,-34.07,19.23,0.39,0.90,1.33,0.54,1.39,1.00,0.07,0.39,12210,1.91,9.37
us_3dep,N39RW113J,ALOS,canyon_range_area,DTM,STEEP,100.00,-47.69,23.74,0.46,1.12,1.70,0.46,1.76,1.20,0.75,0.46,118111,2.61,90.63
us_3dep,N39RW113K,ALOS,canyon_range_area,DTM,ALL,100.00,-47.69,23.74,0.67,0.73,1.32,0.80,1.48,1.01,0.89,0.67,130321,1.77,100
us_3dep,N39RW113K,ALOS,canyon_range_area,DTM,FLAT,100.00,-34.07,19.23,0.89,0.47,0.62,0.94,1.08,0.94,0.60,0.89,84850,1.6,65.11
us_3dep,N39RW113K,ALOS,canyon_range_area,DTM,STEEP,100.00,-47.69,23.74,0.26,1.09,2.00,0.32,2.02,1.13,0.32,0.26,45471,2.39,34.89
us_3dep,N39RW113L,ALOS,canyon_range_area,DTM,ALL,100.00,-47.69,23.74,0.32,0.56,0.77,0.32,0.83,0.63,0.50,0.32,130321,1.29,100
us_3dep,N39RW113L,ALOS,canyon_range_area,DTM,FLAT,100.00,-34.07,19.23,0.38,0.54,0.72,0.38,0.82,0.62,0.36,0.38,98553,1.27,75.62
us_3dep,N39RW113L,ALOS,canyon_range_area,DTM,STEEP,100.00,-47.69,23.74,0.13,0.62,0.88,0.14,0.89,0.64,0.11,0.13,31759,1.37,24.37
us_3dep,N39PW113H,NASA,canyon_range_point,DTM,ALL,88.75,-4.08,4.64,1.15,0.44,0.62,1.19,1.31,1.21,1.19,1.15,115664,1.84,100
us_3dep,N39PW113H,NASA,canyon_range_point,DTM,FLAT,88.75,-3.73,4.64,1.15,0.44,0.62,1.19,1.31,1.21,1.19,1.15,114967,1.83,99.4
us_3dep,N39PW113H,NASA,canyon_range_point,DTM,STEEP,88.75,-4.08,2.84,-0.34,1.06,1.33,-0.28,1.37,1.09,0.01,0.34,326,2.19,0.28
us_3dep,N39PW113J,NASA,canyon_range_point,DTM,ALL,87.65,-6.33,5.24,0.55,1.03,1.28,0.90,1.39,1.20,1.18,0.55,114225,2.08,100
us_3dep,N39PW113J,NASA,canyon_range_point,DTM,FLAT,87.65,-6.33,5.24,0.71,0.91,1.16,1.01,1.36,1.19,1.07,0.71,99755,2.03,87.33
us_3dep,N39PW113J,NASA,canyon_range_point,DTM,STEEP,87.65,-6.15,5.23,-0.65,1.10,1.40,-0.70,1.54,1.24,0.18,0.65,14101,2.51,12.34
us_3dep,N39PW113K,NASA,canyon_range_point,DTM,ALL,86.61,-26.45,51.10,0.82,1.93,2.83,0.72,2.95,2.03,1.44,0.82,112868,4.38,100
us_3dep,N39PW113K,NASA,canyon_range_point,DTM,FLAT,86.61,-11.96,9.81,0.45,1.12,1.46,0.68,1.53,1.23,0.48,0.45,38549,2.33,34.15
us_3dep,N39PW113K,NASA,canyon_range_point,DTM,STEEP,86.61,-26.45,51.10,1.00,2.35,3.31,0.76,3.46,2.43,0.93,1.00,73952,5.18,65.52
us_3dep,N39PW113L,NASA,canyon_range_point,DTM,ALL,85.68,-26.45,51.10,0.17,1.83,2.49,0.50,2.50,1.86,1.49,0.17,111659,3.73,100
us_3dep,N39PW113L,NASA,canyon_range_point,DTM,FLAT,85.68,-11.96,9.81,0.70,1.21,1.60,1.06,1.75,1.46,0.74,0.70,52094,2.6,46.65
us_3dep,N39PW113L,NASA,canyon_range_point,DTM,STEEP,85.68,-26.45,51.10,-0.30,2.18,2.99,-0.36,3.01,2.20,0.83,0.30,59189,4.63,53.01
us_3dep,N39QW113G,NASA,canyon_range_point,DTM,ALL,85.46,-26.45,51.10,1.04,0.39,0.56,1.04,1.19,1.06,1.04,1.04,111380,1.64,100
us_3dep,N39QW113G,NASA,canyon_range_point,DTM,FLAT,85.46,-11.96,9.82,1.04,0.39,0.56,1.04,1.19,1.06,1.04,1.04,111093,1.64,99.74
us_3dep,N39QW113H,NASA,canyon_range_point,DTM,ALL,100.00,-26.45,51.10,0.60,1.00,1.31,0.99,1.44,1.24,1.21,0.60,130321,2.09,100
us_3dep,N39QW113H,NASA,canyon_range_point,DTM,FLAT,100.00,-11.96,9.82,0.81,0.81,1.10,1.09,1.37,1.20,1.11,0.81,114496,1.98,87.86
us_3dep,N39QW113H,NASA,canyon_range_point,DTM,STEEP,100.00,-26.45,51.10,-0.96,1.27,1.62,-1.00,1.88,1.52,0.20,0.96,15825,3.05,12.14
us_3dep,N39QW113J,NASA,canyon_range_point,DTM,ALL,100.00,-31.36,51.10,0.46,2.05,2.98,0.21,3.01,2.05,1.37,0.46,130321,4.6,100
us_3dep,N39QW113J,NASA,canyon_range_point,DTM,FLAT,100.00,-16.64,12.44,-0.11,1.13,1.47,0.07,1.48,1.12,0.50,0.11,51678,2.31,39.65
us_3dep,N39QW113J,NASA,canyon_range_point,DTM,STEEP,100.00,-31.36,51.10,0.83,2.66,3.59,0.41,3.69,2.66,0.77,0.83,78643,5.82,60.35
us_3dep,N39QW113K,NASA,canyon_range_point,DTM,ALL,100.00,-31.36,51.10,1.10,1.37,2.27,1.26,2.52,1.83,1.47,1.10,130321,3.32,100
us_3dep,N39QW113K,NASA,canyon_range_point,DTM,FLAT,100.00,-17.38,12.44,1.17,0.77,1.19,1.34,1.67,1.47,1.12,1.17,84632,2.35,64.94
us_3dep,N39QW113K,NASA,canyon_range_point,DTM,STEEP,100.00,-31.36,51.10,0.97,2.43,3.46,0.68,3.60,2.49,0.75,0.97,45689,5.34,35.06
us_3dep,N39QW113L,NASA,canyon_range_point,DTM,ALL,100.00,-31.36,51.10,0.37,1.85,2.43,0.72,2.46,1.92,1.57,0.37,130321,3.86,100
us_3dep,N39QW113L,NASA,canyon_range_point,DTM,FLAT,100.00,-17.38,12.44,0.91,1.13,1.60,1.30,1.84,1.58,0.69,0.91,50278,2.64,38.58
us_3dep,N39QW113L,NASA,canyon_range_point,DTM,STEEP,100.00,-31.36,51.10,0.04,2.13,2.78,-0.11,2.78,2.12,1.04,0.04,80043,4.48,61.42
us_3dep,N39RW113G,NASA,canyon_range_point,DTM,ALL,100.00,-31.36,51.10,0.75,0.58,1.11,0.85,1.34,0.98,0.89,0.75,130321,1.61,100
us_3dep,N39RW113G,NASA,canyon_range_point,DTM,FLAT,100.00,-17.38,26.87,0.78,0.55,1.03,0.85,1.29,0.97,0.89,0.78,129665,1.59,99.5
us_3dep,N39RW113G,NASA,canyon_range_point,DTM,STEEP,100.00,-31.36,51.10,-4.64,2.25,2.80,-4.43,5.42,4.67,0.00,4.64,656,8.31,0.5
us_3dep,N39RW113H,NASA,canyon_range_point,DTM,ALL,100.00,-31.36,51.10,0.21,1.23,1.61,0.54,1.62,1.28,1.11,0.21,130321,2.46,100
us_3dep,N39RW113H,NASA,canyon_range_point,DTM,FLAT,100.00,-17.38,26.87,0.52,0.94,1.26,0.78,1.37,1.13,0.82,0.52,93837,2.07,72
us_3dep,N39RW113H,NASA,canyon_range_point,DTM,STEEP,100.00,-31.36,51.10,-0.60,1.56,2.06,-0.72,2.14,1.67,0.34,0.60,36484,3.35,28
us_3dep,N39RW113J,NASA,canyon_range_point,DTM,ALL,100.00,-42.71,95.27,1.16,3.12,4.53,0.98,4.68,3.23,2.35,1.16,130321,6.93,100
us_3dep,N39RW113J,NASA,canyon_range_point,DTM,FLAT,100.00,-42.71,34.83,-0.30,2.08,2.89,0.24,2.90,2.04,0.20,0.30,12086,4.14,9.27
us_3dep,N39RW113J,NASA,canyon_range_point,DTM,STEEP,100.00,-40.40,95.27,1.30,3.22,4.64,1.09,4.82,3.35,2.09,1.30,118235,7.12,90.73
us_3dep,N39RW113K,NASA,canyon_range_point,DTM,ALL,100.00,-42.71,95.27,1.38,1.61,2.78,1.47,3.11,2.17,1.68,1.38,130321,4.06,100
us_3dep,N39RW113K,NASA,canyon_range_point,DTM,FLAT,100.00,-42.71,34.83,1.40,0.81,1.17,1.53,1.82,1.61,1.27,1.40,85033,2.63,65.25
us_3dep,N39RW113K,NASA,canyon_range_point,DTM,STEEP,100.00,-40.40,95.27,1.34,3.09,4.44,1.02,4.64,3.22,0.80,1.34,45288,7.02,34.75
us_3dep,N39RW113L,NASA,canyon_range_point,DTM,ALL,100.00,-42.71,95.27,-0.03,1.34,1.86,0.12,1.86,1.34,1.06,0.03,130321,2.78,100
us_3dep,N39RW113L,NASA,canyon_range_point,DTM,FLAT,100.00,-42.71,34.83,0.21,1.10,1.49,0.30,1.50,1.12,0.76,0.21,98148,2.28,75.31
us_3dep,N39RW113L,NASA,canyon_range_point,DTM,STEEP,100.00,-40.40,95.27,-0.75,1.91,2.58,-0.68,2.68,1.99,0.17,0.75,32173,4.18,24.69
us_3dep,N39PW113H,ASTER,canyon_range_point,DTM,ALL,88.75,-3.96,25.40,2.70,1.06,1.83,2.35,3.26,2.71,2.35,2.70,115664,4.2,100
us_3dep,N39PW113H,ASTER,canyon_range_point,DTM,FLAT,88.75,-3.73,25.40,2.70,1.06,1.83,2.35,3.26,2.72,2.34,2.70,114967,4.2,99.4
us_3dep,N39PW113H,ASTER,canyon_range_point,DTM,STEEP,88.75,-3.96,6.10,0.39,1.63,1.96,0.47,2.00,1.67,0.06,0.39,326,3.19,0.28
us_3dep,N39PW113J,ASTER,canyon_range_point,DTM,ALL,87.65,-8.08,25.40,2.00,1.30,1.80,2.07,2.69,2.28,2.12,2.00,114225,3.95,100
us_3dep,N39PW113J,ASTER,canyon_range_point,DTM,FLAT,87.65,-8.08,25.40,2.18,1.18,1.66,2.18,2.74,2.35,1.95,2.18,99755,3.97,87.33
us_3dep,N39PW113J,ASTER,canyon_range_point,DTM,STEEP,87.65,-7.86,13.13,0.69,1.68,2.17,0.50,2.27,1.72,0.36,0.69,14101,3.7,12.34
us_3dep,N39PW113K,ASTER,canyon_range_point,DTM,ALL,86.61,-27.13,25.40,1.65,2.44,3.41,1.68,3.79,2.86,2.25,1.65,112868,6.08,100
us_3dep,N39PW113K,ASTER,canyon_range_point,DTM,FLAT,86.61,-15.02,25.40,1.51,1.42,1.94,1.74,2.46,2.05,0.78,1.51,38549,3.76,34.15
us_3dep,N39PW113K,ASTER,canyon_range_point,DTM,STEEP,86.61,-27.13,21.12,1.72,2.97,3.95,1.60,4.31,3.28,1.48,1.72,73952,7.02,65.52
us_3dep,N39PW113L,ASTER,canyon_range_point,DTM,ALL,85.68,-33.00,25.40,1.56,2.51,3.47,1.90,3.81,2.96,2.48,1.56,111659,5.83,100
us_3dep,N39PW113L,ASTER,canyon_range_point,DTM,FLAT,85.68,-15.02,25.40,2.22,1.65,2.38,2.39,3.26,2.73,1.25,2.22,52094,4.73,46.65
us_3dep,N39PW113L,ASTER,canyon_range_point,DTM,STEEP,85.68,-33.00,22.07,0.98,3.06,4.12,0.89,4.23,3.16,1.41,0.98,59189,6.79,53.01
us_3dep,N39QW113G,ASTER,canyon_range_point,DTM,ALL,85.46,-33.00,25.40,3.37,1.06,1.43,3.18,3.66,3.37,3.18,3.37,111380,5.09,100
us_3dep,N39QW113G,ASTER,canyon_range_point,DTM,FLAT,85.46,-15.02,25.40,3.37,1.06,1.43,3.18,3.66,3.37,3.18,3.37,111093,5.09,99.74
us_3dep,N39QW113H,ASTER,canyon_range_point,DTM,ALL,100.00,-33.00,25.40,2.01,1.26,1.79,2.22,2.69,2.38,2.30,2.01,130321,3.88,100
us_3dep,N39QW113H,ASTER,canyon_range_point,DTM,FLAT,100.00,-15.02,25.40,2.24,1.06,1.53,2.31,2.71,2.43,2.14,2.24,114496,3.85,87.86
us_3dep,N39QW113H,ASTER,canyon_range_point,DTM,STEEP,100.00,-33.00,22.07,0.30,1.97,2.50,0.20,2.52,1.97,0.49,0.30,15825,4.08,12.14
us_3dep,N39QW113J,ASTER,canyon_range_point,DTM,ALL,100.00,-34.88,43.80,0.97,2.47,3.44,1.05,3.57,2.63,2.04,0.97,130321,5.49,100
us_3dep,N39QW113J,ASTER,canyon_range_point,DTM,FLAT,100.00,-21.34,25.40,1.23,1.70,2.28,1.40,2.59,2.07,0.79,1.23,51678,4.06,39.65
us_3dep,N39QW113J,ASTER,canyon_range_point,DTM,STEEP,100.00,-34.88,43.80,0.80,2.95,4.01,0.65,4.09,3.00,1.20,0.80,78643,6.47,60.35
us_3dep,N39QW113K,ASTER,canyon_range_point,DTM,ALL,100.00,-57.25,67.34,1.97,1.84,3.05,2.18,3.63,2.80,2.37,1.97,130321,4.96,100
us_3dep,N39QW113K,ASTER,canyon_range_point,DTM,FLAT,100.00,-21.34,54.82,2.31,1.08,1.75,2.31,2.90,2.54,1.86,2.31,84632,4.03,64.94
us_3dep,N39QW113K,ASTER,canyon_range_point,DTM,STEEP,100.00,-57.25,67.34,1.33,3.08,4.49,1.27,4.68,3.27,1.27,1.33,45689,6.95,35.06
us_3dep,N39QW113L,ASTER,canyon_range_point,DTM,ALL,100.00,-57.25,67.34,1.88,2.52,3.55,1.97,4.01,3.07,2.45,1.88,130321,6.2,100
us_3dep,N39QW113L,ASTER,canyon_range_point,DTM,FLAT,100.00,-21.34,54.82,2.23,1.60,2.69,2.28,3.49,2.79,1.13,2.23,50278,4.76,38.58
us_3dep,N39QW113L,ASTER,canyon_range_point,DTM,STEEP,100.00,-57.25,67.34,1.66,3.04,3.98,1.37,4.31,3.25,1.67,1.66,80043,6.96,61.42
us_3dep,N39RW113G,ASTER,canyon_range_point,DTM,ALL,100.00,-57.25,67.34,2.79,1.11,1.82,2.69,3.33,2.91,2.71,2.79,130321,4.53,100
us_3dep,N39RW113G,ASTER,canyon_range_point,DTM,FLAT,100.00,-21.34,54.82,2.81,1.09,1.76,2.70,3.32,2.90,2.71,2.81,129665,4.51,99.5
us_3dep,N39RW113G,ASTER,canyon_range_point,DTM,STEEP,100.00,-57.25,67.34,-2.29,3.43,4.24,-2.35,4.81,3.92,0.00,2.29,656,7.86,0.5
us_3dep,N39RW113H,ASTER,canyon_range_point,DTM,ALL,100.00,-57.25,67.34,1.56,1.72,2.34,1.90,2.82,2.35,2.16,1.56,130321,4.21,100
us_3dep,N39RW113H,ASTER,canyon_range_point,DTM,FLAT,100.00,-21.34,54.82,2.08,1.30,1.86,2.19,2.79,2.42,1.71,2.08,93837,4.09,72
us_3dep,N39RW113H,ASTER,canyon_range_point,DTM,STEEP,100.00,-57.25,67.34,0.25,2.19,2.88,0.11,2.89,2.18,0.78,0.25,36484,4.65,28
us_3dep,N39RW113J,ASTER,canyon_range_point,DTM,ALL,100.00,-57.25,79.63,0.77,3.63,5.08,0.96,5.14,3.71,2.80,0.77,130321,7.92,100
us_3dep,N39RW113J,ASTER,canyon_range_point,DTM,FLAT,100.00,-35.89,71.52,0.65,2.89,4.19,1.35,4.24,3.04,0.24,0.65,12086,5.95,9.27
us_3dep,N39RW113J,ASTER,canyon_range_point,DTM,STEEP,100.00,-57.25,79.63,0.78,3.70,5.16,0.91,5.22,3.78,2.49,0.78,118235,8.07,90.73
us_3dep,N39RW113K,ASTER,canyon_range_point,DTM,ALL,100.00,-57.25,79.63,2.02,2.00,3.45,2.19,4.00,2.98,2.41,2.02,130321,5.45,100
us_3dep,N39RW113K,ASTER,canyon_range_point,DTM,FLAT,100.00,-35.89,71.52,2.31,1.00,1.51,2.29,2.76,2.45,1.88,2.31,85033,3.89,65.25
us_3dep,N39RW113K,ASTER,canyon_range_point,DTM,STEEP,100.00,-57.25,79.63,1.47,3.78,5.43,1.37,5.62,3.98,1.29,1.47,45288,8.56,34.75
us_3dep,N39RW113L,ASTER,canyon_range_point,DTM,ALL,100.00,-57.25,79.63,1.16,1.94,2.70,1.27,2.94,2.19,1.81,1.16,130321,4.44,100
us_3dep,N39RW113L,ASTER,canyon_range_point,DTM,FLAT,100.00,-35.89,71.52,1.41,1.65,2.30,1.47,2.70,2.04,1.34,1.41,98148,4.01,75.31
us_3dep,N39RW113L,ASTER,canyon_range_point,DTM,STEEP,100.00,-57.25,79.63,0.41,2.66,3.54,0.29,3.56,2.67,0.31,0.41,32173,5.79,24.69
us_3dep,N39PW113H,FABDEM,canyon_range_point,DTM,ALL,88.75,-4.38,2.34,-0.22,0.21,0.32,-0.14,0.39,0.25,0.15,0.22,115664,0.59,100
us_3dep,N39PW113H,FABDEM,canyon_range_point,DTM,FLAT,88.75,-4.38,2.34,-0.22,0.21,0.32,-0.14,0.39,0.25,0.15,0.22,114967,0.58,99.4
us_3dep,N39PW113H,FABDEM,canyon_range_point,DTM,STEEP,88.75,-2.00,2.24,0.07,0.55,0.69,0.03,0.70,0.55,0.00,0.07,326,1.13,0.28
us_3dep,N39PW113J,FABDEM,canyon_range_point,DTM,ALL,87.65,-4.67,5.69,-0.06,0.33,0.50,-0.03,0.50,0.33,0.20,0.06,114225,0.78,100
us_3dep,N39PW113J,FABDEM,canyon_range_point,DTM,FLAT,87.65,-4.38,3.47,-0.07,0.29,0.43,-0.03,0.44,0.29,0.16,0.07,99755,0.7,87.33
us_3dep,N39PW113J,FABDEM,canyon_range_point,DTM,STEEP,87.65,-4.67,5.02,-0.05,0.57,0.79,-0.12,0.79,0.57,0.02,0.05,14101,1.19,12.34
us_3dep,N39PW113K,FABDEM,canyon_range_point,DTM,ALL,86.61,-23.12,19.22,0.01,1.10,1.72,-0.02,1.72,1.10,0.67,0.01,112868,2.6,100
us_3dep,N39PW113K,FABDEM,canyon_range_point,DTM,FLAT,86.61,-8.90,8.67,-0.03,0.61,0.92,-0.00,0.92,0.61,0.18,0.03,38549,1.41,34.15
us_3dep,N39PW113K,FABDEM,canyon_range_point,DTM,STEEP,86.61,-23.12,19.22,0.02,1.35,2.01,-0.04,2.01,1.35,0.38,0.02,73952,3.09,65.52
us_3dep,N39PW113L,FABDEM,canyon_range_point,DTM,ALL,85.68,-23.30,32.12,-0.06,1.01,1.73,0.01,1.73,1.01,0.56,0.06,111659,2.4,100
us_3dep,N39PW113L,FABDEM,canyon_range_point,DTM,FLAT,85.68,-8.90,9.17,0.07,0.51,0.85,0.06,0.86,0.52,0.18,0.07,52094,1.3,46.65
us_3dep,N39PW113L,FABDEM,canyon_range_point,DTM,STEEP,85.68,-23.30,32.12,-0.17,1.43,2.22,-0.19,2.23,1.44,0.21,0.17,59189,3.12,53.01
us_3dep,N39QW113G,FABDEM,canyon_range_point,DTM,ALL,85.46,-23.30,32.12,-0.26,0.18,0.32,-0.24,0.42,0.30,0.24,0.26,111380,0.57,100
us_3dep,N39QW113G,FABDEM,canyon_range_point,DTM,FLAT,85.46,-8.90,9.17,-0.26,0.18,0.32,-0.24,0.42,0.30,0.24,0.26,111093,0.57,99.74
us_3dep,N39QW113H,FABDEM,canyon_range_point,DTM,ALL,100.00,-23.30,32.12,-0.04,0.34,0.53,-0.01,0.53,0.34,0.20,0.04,130321,0.84,100
us_3dep,N39QW113H,FABDEM,canyon_range_point,DTM,FLAT,100.00,-8.90,9.17,-0.02,0.29,0.44,0.00,0.44,0.29,0.17,0.02,114496,0.69,87.86
us_3dep,N39QW113H,FABDEM,canyon_range_point,DTM,STEEP,100.00,-23.30,32.12,-0.21,0.69,0.92,-0.24,0.95,0.72,0.02,0.21,15825,1.5,12.14
us_3dep,N39QW113J,FABDEM,canyon_range_point,DTM,ALL,100.00,-23.30,32.12,-0.01,0.95,1.46,-0.08,1.46,0.95,0.61,0.01,130321,2.18,100
us_3dep,N39QW113J,FABDEM,canyon_range_point,DTM,FLAT,100.00,-13.95,9.17,-0.08,0.57,0.84,-0.11,0.84,0.58,0.21,0.08,51678,1.31,39.65
us_3dep,N39QW113J,FABDEM,canyon_range_point,DTM,STEEP,100.00,-23.30,32.12,0.04,1.20,1.74,-0.03,1.74,1.20,0.33,0.04,78643,2.69,60.35
us_3dep,N39QW113K,FABDEM,canyon_range_point,DTM,ALL,100.00,-40.68,34.00,-0.04,0.66,1.42,-0.05,1.43,0.66,0.25,0.04,130321,1.69,100
us_3dep,N39QW113K,FABDEM,canyon_range_point,DTM,FLAT,100.00,-21.56,13.63,-0.05,0.31,0.62,-0.05,0.62,0.32,0.13,0.05,84632,0.76,64.94
us_3dep,N39QW113K,FABDEM,canyon_range_point,DTM,STEEP,100.00,-40.68,34.00,-0.02,1.30,2.25,-0.02,2.25,1.30,0.06,0.02,45689,2.83,35.06
us_3dep,N39QW113L,FABDEM,canyon_range_point,DTM,ALL,100.00,-40.68,34.00,-0.03,0.95,1.50,-0.03,1.50,0.95,0.54,0.03,130321,2.34,100
us_3dep,N39QW113L,FABDEM,canyon_range_point,DTM,FLAT,100.00,-21.56,13.63,0.02,0.44,0.82,0.00,0.82,0.44,0.12,0.02,50278,1.19,38.58
us_3dep,N39QW113L,FABDEM,canyon_range_point,DTM,STEEP,100.00,-40.68,34.00,-0.06,1.27,1.80,-0.14,1.80,1.27,0.23,0.06,80043,2.77,61.42
us_3dep,N39RW113G,FABDEM,canyon_range_point,DTM,ALL,100.00,-40.68,34.00,-0.41,0.31,0.60,-0.40,0.73,0.52,0.42,0.41,130321,0.92,100
us_3dep,N39RW113G,FABDEM,canyon_range_point,DTM,FLAT,100.00,-21.56,13.63,-0.42,0.30,0.57,-0.41,0.71,0.51,0.42,0.42,129665,0.92,99.5
us_3dep,N39RW113G,FABDEM,canyon_range_point,DTM,STEEP,100.00,-40.68,34.00,1.03,1.37,1.97,1.00,2.22,1.66,0.00,1.03,656,3.31,0.5
us_3dep,N39RW113H,FABDEM,canyon_range_point,DTM,ALL,100.00,-40.68,34.00,-0.16,0.54,0.81,-0.10,0.83,0.55,0.36,0.16,130321,1.25,100
us_3dep,N39RW113H,FABDEM,canyon_range_point,DTM,FLAT,100.00,-21.56,13.63,-0.16,0.45,0.67,-0.08,0.69,0.45,0.23,0.16,93837,1.02,72
us_3dep,N39RW113H,FABDEM,canyon_range_point,DTM,STEEP,100.00,-40.68,34.00,-0.17,0.77,1.09,-0.18,1.10,0.79,0.08,0.17,36484,1.66,28
us_3dep,N39RW113J,FABDEM,canyon_range_point,DTM,ALL,100.00,-46.44,34.00,-0.13,1.57,2.62,-0.07,2.62,1.57,0.98,0.13,130321,3.54,100
us_3dep,N39RW113J,FABDEM,canyon_range_point,DTM,FLAT,100.00,-36.98,20.07,-0.14,1.33,2.22,-0.00,2.23,1.32,0.07,0.14,12086,3.34,9.27
us_3dep,N39RW113J,FABDEM,canyon_range_point,DTM,STEEP,100.00,-46.44,34.00,-0.13,1.59,2.66,-0.08,2.66,1.60,0.86,0.13,118235,3.56,90.73
us_3dep,N39RW113K,FABDEM,canyon_range_point,DTM,ALL,100.00,-46.44,34.00,-0.10,0.77,1.76,0.01,1.76,0.75,0.24,0.10,130321,1.91,100
us_3dep,N39RW113K,FABDEM,canyon_range_point,DTM,FLAT,100.00,-36.98,20.07,-0.01,0.27,0.50,0.02,0.51,0.27,0.13,0.01,85033,0.6,65.25
us_3dep,N39RW113K,FABDEM,canyon_range_point,DTM,STEEP,100.00,-46.44,34.00,-0.27,1.67,2.90,-0.10,2.91,1.66,0.07,0.27,45288,3.72,34.75
us_3dep,N39RW113L,FABDEM,canyon_range_point,DTM,ALL,100.00,-46.44,34.00,-0.09,0.67,1.09,-0.11,1.09,0.68,0.41,0.09,130321,1.59,100
us_3dep,N39RW113L,FABDEM,canyon_range_point,DTM,FLAT,100.00,-36.98,20.07,-0.07,0.57,0.98,-0.10,0.98,0.58,0.27,0.07,98148,1.33,75.31
us_3dep,N39RW113L,FABDEM,canyon_range_point,DTM,STEEP,100.00,-46.44,34.00,-0.16,0.97,1.37,-0.19,1.38,0.98,0.05,0.16,32173,2.11,24.69
italy,N46PE010J,COP,md_italy_1sec_point,DSM,ALL,100.00,-44.39,30.86,-2.47,3.51,4.76,-1.99,5.37,3.93,2.92,2.47,130321,8.66,100
italy,N46PE010J,COP,md_italy_1sec_point,DSM,FLAT,100.00,-27.00,27.44,-0.93,2.46,3.85,-0.51,3.96,2.48,0.23,0.93,13037,6.4,10
italy,N46PE010J,COP,md_italy_1sec_point,DSM,STEEP,100.00,-44.39,30.86,-2.65,3.57,4.82,-2.26,5.50,4.09,2.52,2.65,117284,8.82,90
italy,N46PE010J,SRTM,md_italy_1sec_point,DSM,ALL,100.00,-45.24,76.29,-2.18,4.38,6.13,-2.40,6.50,4.87,3.86,2.18,130321,10.07,100
italy,N46PE010J,SRTM,md_italy_1sec_point,DSM,FLAT,100.00,-24.44,29.43,-2.30,2.92,4.17,-1.66,4.77,3.32,0.35,2.30,13037,7.96,10
italy,N46PE010J,SRTM,md_italy_1sec_point,DSM,STEEP,100.00,-45.24,76.29,-2.16,4.54,6.31,-2.55,6.67,5.04,3.40,2.16,117284,10.24,90
italy,N46PE010J,ALOS,md_italy_1sec_area,DSM,ALL,100.00,-35.70,41.23,-1.41,2.74,3.85,-1.22,4.10,2.96,2.18,1.41,130321,6.41,100
italy,N46PE010J,ALOS,md_italy_1sec_area,DSM,FLAT,100.00,-27.18,11.48,-1.23,1.68,2.44,-1.02,2.74,1.93,0.19,1.23,12926,4.27,9.92
italy,N46PE010J,ALOS,md_italy_1sec_area,DSM,STEEP,100.00,-35.70,41.23,-1.43,2.86,3.98,-1.27,4.23,3.07,1.91,1.43,117386,6.6,90.07
italy,N46PE010J,NASA,md_italy_1sec_point,DSM,ALL,100.00,-46.41,43.73,-2.58,4.23,5.75,-2.64,6.31,4.82,3.89,2.58,130321,10.01,100
italy,N46PE010J,NASA,md_italy_1sec_point,DSM,FLAT,100.00,-26.24,31.03,-2.52,2.95,4.21,-1.84,4.91,3.45,0.35,2.52,13037,8.28,10
italy,N46PE010J,NASA,md_italy_1sec_point,DSM,STEEP,100.00,-46.41,43.73,-2.59,4.36,5.90,-2.79,6.44,4.98,3.43,2.59,117284,10.16,90
italy,N46PE010J,ASTER,md_italy_1sec_point,DSM,ALL,100.00,-47.39,46.64,-0.90,4.73,6.41,-1.13,6.48,4.83,3.74,0.90,130321,10.27,100
italy,N46PE010J,ASTER,md_italy_1sec_point,DSM,FLAT,100.00,-30.64,24.94,-1.62,3.21,4.42,-0.82,4.71,3.22,0.33,1.62,13037,7.94,10
