AREA,DEMIX_TILE,DEM,REF_DEM,REF_TYPE,REF_SLOPE,GRID_FULL,RUFD_MIN,RUFD_Max,RUFD_Mean,RUFD_AVG,RUFD_STD,RUFD_MED,RUFD_RMSE,RUFD_MAE,RUFD_AB_MD,RUFD_AB_MN,RUFD_N,RUFD_LE90,SLOPE_PC
brazil,S24TW047D,NASA,md_MDS_sampa_ll_elev_1m_S24TW047D_1sec_point,DSM,ALL,99.15,-90.40,43.37,-5.28,4.01,5.84,-3.74,7.87,5.44,3.77,5.28,128518,11.79,100
brazil,S24TW047D,NASA,md_MDS_sampa_ll_elev_1m_S24TW047D_1sec_point,DSM,FLAT,99.15,-90.40,18.28,-3.96,3.15,4.66,-2.76,6.11,4.16,2.44,3.96,88751,9.2,69.06
brazil,S24TW047D,NASA,md_MDS_sampa_ll_elev_1m_S24TW047D_1sec_point,DSM,STEEP,99.15,-69.73,43.37,-8.39,4.78,7.00,-6.79,10.93,8.45,1.05,8.39,38332,16.27,29.83
brazil,S24TW047D,ASTER,md_MDT_sampa_ll_elev_1m_S24TW047D_1sec_point,DTM,ALL,99.15,-11.43,29.20,3.66,2.04,2.81,3.56,4.61,3.92,3.61,3.66,128518,6.94,100
brazil,S24TW047D,ASTER,md_MDT_sampa_ll_elev_1m_S24TW047D_1sec_point,DTM,FLAT,99.15,-11.38,29.20,3.81,1.97,2.71,3.65,4.68,4.00,3.46,3.81,121018,7.01,94.16
brazil,S24TW047D,ASTER,md_MDT_sampa_ll_elev_1m_S24TW047D_1sec_point,DTM,STEEP,99.15,-11.43,15.59,0.68,2.50,3.26,0.64,3.33,2.55,0.28,0.68,6074,5.3,4.73
brazil,S24TW047D,ASTER,md_MDS_sampa_ll_elev_1m_S24TW047D_1sec_point,DSM,ALL,99.15,-102.21,50.02,-3.50,4.12,6.01,-2.10,6.95,4.41,2.67,3.50,128518,10.24,100
brazil,S24TW047D,ASTER,md_MDS_sampa_ll_elev_1m_S24TW047D_1sec_point,DSM,FLAT,99.15,-102.21,17.80,-2.14,3.30,4.84,-1.08,5.29,3.32,1.64,2.14,88751,7.72,69.06
brazil,S24TW047D,ASTER,md_MDS_sampa_ll_elev_1m_S24TW047D_1sec_point,DSM,STEEP,99.15,-70.70,50.02,-6.72,4.83,7.11,-5.13,9.78,6.96,0.66,6.72,38332,14.5,29.83
brazil,S24TW047D,FABDEM,md_MDT_sampa_ll_elev_1m_S24TW047D_1sec_point,DTM,ALL,99.15,-14.51,11.74,-0.28,1.04,1.65,-0.23,1.67,1.07,0.62,0.28,128518,2.63,100
brazil,S24TW047D,FABDEM,md_MDT_sampa_ll_elev_1m_S24TW047D_1sec_point,DTM,FLAT,99.15,-14.51,11.74,-0.18,0.96,1.51,-0.21,1.52,0.99,0.56,0.18,121018,2.36,94.16
brazil,S24TW047D,FABDEM,md_MDT_sampa_ll_elev_1m_S24TW047D_1sec_point,DTM,STEEP,99.15,-13.95,9.37,-2.42,1.87,2.51,-2.25,3.49,2.78,0.03,2.42,6074,5.54,4.73
brazil,S24TW047D,FABDEM,md_MDS_sampa_ll_elev_1m_S24TW047D_1sec_point,DSM,ALL,99.15,-73.18,56.05,-6.85,4.24,6.07,-5.26,9.15,6.92,5.26,6.85,128518,13.73,100
brazil,S24TW047D,FABDEM,md_MDS_sampa_ll_elev_1m_S24TW047D_1sec_point,DSM,FLAT,99.15,-69.79,17.63,-5.38,3.29,4.79,-4.14,7.21,5.48,3.77,5.38,88751,10.93,69.06
brazil,S24TW047D,FABDEM,md_MDS_sampa_ll_elev_1m_S24TW047D_1sec_point,DSM,STEEP,99.15,-73.18,56.05,-10.30,4.97,7.19,-8.80,12.56,10.32,2.25,10.30,38332,18.36,29.83
brazil,S24TW047F,COP,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,ALL,98.59,-12.73,15.83,1.00,1.02,1.45,0.84,1.76,1.27,0.96,1.00,127790,2.66,100
brazil,S24TW047F,COP,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,FLAT,98.59,-12.72,15.83,1.05,1.01,1.43,0.87,1.77,1.28,0.89,1.05,120047,2.68,93.94
brazil,S24TW047F,COP,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,STEEP,98.59,-12.73,7.89,0.05,0.98,1.44,0.08,1.44,0.98,0.04,0.05,6233,1.99,4.88
brazil,S24TW047F,COP,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,ALL,98.59,-47.81,43.98,-2.18,2.27,3.51,-1.07,4.14,2.37,1.14,2.18,127790,6.28,100
brazil,S24TW047F,COP,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,FLAT,98.59,-47.81,17.32,-1.81,1.86,2.98,-0.96,3.49,2.00,0.91,1.81,106745,4.98,83.53
brazil,S24TW047F,COP,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,STEEP,98.59,-42.96,43.98,-4.30,3.88,5.14,-2.37,6.70,4.44,0.16,4.30,19535,11.31,15.29
brazil,S24TW047F,SRTM,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,ALL,98.59,-13.16,15.78,0.82,1.23,1.73,0.85,1.91,1.44,1.16,0.82,127790,2.91,100
brazil,S24TW047F,SRTM,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,FLAT,98.59,-13.16,15.78,0.90,1.18,1.66,0.90,1.89,1.42,1.08,0.90,120047,2.87,93.94
brazil,S24TW047F,SRTM,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,STEEP,98.59,-12.94,8.89,-0.71,1.56,2.12,-0.56,2.24,1.63,0.06,0.71,6233,3.51,4.88
brazil,S24TW047F,SRTM,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,ALL,98.59,-50.09,41.68,-2.35,2.47,3.67,-1.35,4.36,2.70,1.52,2.35,127790,6.74,100
brazil,S24TW047F,SRTM,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,FLAT,98.59,-50.09,17.99,-1.92,2.08,3.16,-1.17,3.70,2.29,1.21,1.92,106745,5.45,83.53
brazil,S24TW047F,SRTM,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,STEEP,98.59,-42.79,41.68,-4.78,3.84,5.11,-3.34,6.99,4.99,0.20,4.78,19535,11.54,15.29
brazil,S24TW047F,ALOS,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_area,DTM,ALL,98.59,-12.29,45.21,1.68,1.65,3.06,1.00,3.49,1.87,1.07,1.68,127403,3.79,100
brazil,S24TW047F,ALOS,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_area,DTM,FLAT,98.59,-12.29,45.21,1.74,1.67,3.10,1.04,3.55,1.91,1.00,1.74,120031,3.86,94.21
brazil,S24TW047F,ALOS,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_area,DTM,STEEP,98.59,-12.27,35.91,0.48,1.07,2.04,0.31,2.09,1.11,0.05,0.48,6212,2.11,4.88
brazil,S24TW047F,ALOS,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_area,DSM,ALL,98.59,-143.56,39.45,-1.57,2.09,3.49,-0.75,3.83,2.11,0.95,1.57,127403,5.56,100
brazil,S24TW047F,ALOS,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_area,DSM,FLAT,98.59,-143.56,29.89,-1.32,1.74,2.97,-0.68,3.25,1.79,0.75,1.32,106730,4.44,83.77
brazil,S24TW047F,ALOS,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_area,DSM,STEEP,98.59,-84.67,39.45,-2.96,3.72,5.36,-1.50,6.12,3.88,0.12,2.96,19522,10.46,15.32
brazil,S24TW047F,NASA,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,ALL,98.59,-13.26,16.30,0.51,1.20,1.66,0.58,1.74,1.30,1.03,0.51,127790,2.66,100
brazil,S24TW047F,NASA,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,FLAT,98.59,-13.26,16.30,0.60,1.15,1.58,0.64,1.69,1.27,0.96,0.60,120047,2.59,93.94
brazil,S24TW047F,NASA,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,STEEP,98.59,-13.04,5.29,-1.20,1.49,2.02,-1.06,2.35,1.76,0.05,1.20,6233,3.65,4.88
brazil,S24TW047F,NASA,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,ALL,98.59,-49.52,41.68,-2.65,2.44,3.62,-1.62,4.49,2.85,1.68,2.65,127790,7.01,100
brazil,S24TW047F,NASA,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,FLAT,98.59,-49.52,17.45,-2.20,2.04,3.10,-1.42,3.80,2.42,1.34,2.20,106745,5.66,83.53
brazil,S24TW047F,NASA,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,STEEP,98.59,-42.84,41.68,-5.17,3.78,5.01,-3.71,7.20,5.28,0.23,5.17,19535,11.82,15.29
brazil,S24TW047F,ASTER,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,ALL,98.59,-11.54,18.57,3.14,1.76,2.33,3.10,3.91,3.33,3.13,3.14,127790,5.96,100
brazil,S24TW047F,ASTER,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,FLAT,98.59,-11.54,18.57,3.23,1.71,2.26,3.16,3.95,3.38,2.98,3.23,120047,5.99,93.94
brazil,S24TW047F,ASTER,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,STEEP,98.59,-11.53,12.37,1.35,2.09,2.74,1.37,3.05,2.38,0.22,1.35,6233,4.9,4.88
brazil,S24TW047F,ASTER,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,ALL,98.59,-64.29,39.90,-0.11,2.73,4.02,0.66,4.02,2.71,1.88,0.11,127790,5.71,100
brazil,S24TW047F,ASTER,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,FLAT,98.59,-64.29,17.49,0.34,2.36,3.51,0.87,3.53,2.44,1.53,0.34,106745,5.05,83.53
brazil,S24TW047F,ASTER,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,STEEP,98.59,-52.28,39.90,-2.69,4.06,5.45,-1.47,6.08,4.15,0.27,2.69,19535,10.01,15.29
brazil,S24TW047F,FABDEM,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,ALL,98.59,-13.87,7.93,-0.50,1.00,1.41,-0.35,1.49,1.05,0.73,0.50,127790,2.36,100
brazil,S24TW047F,FABDEM,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,FLAT,98.59,-13.87,7.14,-0.42,0.93,1.31,-0.32,1.38,0.98,0.67,0.42,120047,2.19,93.94
brazil,S24TW047F,FABDEM,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,STEEP,98.59,-13.42,4.39,-2.06,1.54,2.03,-1.93,2.89,2.31,0.03,2.06,6233,4.49,4.88
brazil,S24TW047F,FABDEM,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,ALL,98.59,-43.45,46.58,-3.52,2.49,3.66,-2.50,5.08,3.60,2.51,3.52,127790,7.93,100
brazil,S24TW047F,FABDEM,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,FLAT,98.59,-42.68,17.53,-3.07,2.09,3.14,-2.30,4.39,3.16,2.12,3.07,106745,6.62,83.53
brazil,S24TW047F,FABDEM,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,STEEP,98.59,-43.45,46.58,-6.03,3.85,5.06,-4.64,7.87,6.07,0.54,6.03,19535,12.82,15.29
brazil,S24TW047G,COP,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,ALL,99.45,-63.28,17.85,0.36,1.23,2.47,0.42,2.49,1.29,0.82,0.36,128877,2.78,100
brazil,S24TW047G,COP,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,FLAT,99.45,-63.28,17.85,0.54,1.07,1.90,0.48,1.98,1.16,0.65,0.54,105556,2.47,81.9
brazil,S24TW047G,COP,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,STEEP,99.45,-62.82,12.47,-0.53,1.94,4.15,-0.16,4.18,1.91,0.12,0.53,21884,3.88,16.98
brazil,S24TW047G,COP,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,ALL,99.45,-87.62,211.91,-1.17,1.41,2.68,-0.72,2.93,1.54,0.90,1.17,128877,3.44,100
brazil,S24TW047G,COP,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,FLAT,99.45,-87.62,17.74,-0.88,1.11,1.88,-0.62,2.07,1.25,0.63,0.88,96902,2.74,75.19
brazil,S24TW047G,COP,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,STEEP,99.45,-65.28,211.91,-2.11,2.23,4.22,-1.24,4.71,2.46,0.19,2.11,30529,5.52,23.69
brazil,S24TW047G,SRTM,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,ALL,99.45,-60.63,35.48,-0.04,1.67,2.83,0.24,2.83,1.66,1.14,0.04,128877,3.47,100
brazil,S24TW047G,SRTM,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,FLAT,99.45,-60.63,35.16,0.30,1.39,2.23,0.41,2.25,1.44,0.90,0.30,105556,2.94,81.9
brazil,S24TW047G,SRTM,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,STEEP,99.45,-58.75,35.48,-1.76,2.54,4.40,-1.21,4.74,2.74,0.17,1.76,21884,5.75,16.98
brazil,S24TW047G,SRTM,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,ALL,99.45,-103.12,201.82,-1.56,1.97,3.15,-0.98,3.52,2.13,1.30,1.56,128877,5.02,100
brazil,S24TW047G,SRTM,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,FLAT,99.45,-95.96,29.95,-1.07,1.55,2.36,-0.75,2.59,1.67,0.92,1.07,96902,3.72,75.19
brazil,S24TW047G,SRTM,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,STEEP,99.45,-103.12,201.82,-3.18,2.85,4.52,-2.38,5.53,3.59,0.27,3.18,30529,7.81,23.69
brazil,S24TW047G,ALOS,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_area,DTM,ALL,99.45,-70.69,3.08,-4.01,2.04,3.20,-3.24,5.13,4.01,3.24,4.01,128520,7.48,100
brazil,S24TW047G,ALOS,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_area,DTM,FLAT,99.45,-70.69,3.08,-3.39,1.56,2.41,-2.88,4.16,3.39,2.83,3.39,105495,5.92,82.08
brazil,S24TW047G,ALOS,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_area,DTM,STEEP,99.45,-64.63,2.1E-0317,-7.02,2.72,4.57,-6.07,8.38,7.02,1.34,7.02,21954,11.03,17.08
brazil,S24TW047G,ALOS,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_area,DSM,ALL,99.45,-70.69,230.78,-5.29,2.35,3.58,-4.32,6.39,5.29,4.32,5.29,128520,9.36,100
brazil,S24TW047G,ALOS,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_area,DSM,FLAT,99.45,-70.69,18.00,-4.48,1.74,2.63,-3.82,5.20,4.48,3.71,4.48,97061,7.39,75.52
brazil,S24TW047G,ALOS,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_area,DSM,STEEP,99.45,-69.84,230.78,-7.93,3.04,4.76,-6.89,9.25,7.93,2.54,7.93,30379,12.68,23.64
brazil,S24TW047G,NASA,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,ALL,99.45,-61.27,29.87,-0.40,1.63,2.79,-0.08,2.82,1.61,1.05,0.40,128877,3.45,100
brazil,S24TW047G,NASA,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,FLAT,99.45,-61.27,29.87,-0.06,1.35,2.18,0.09,2.18,1.34,0.83,0.06,105556,2.77,81.9
brazil,S24TW047G,NASA,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,STEEP,99.45,-59.33,29.37,-2.11,2.51,4.38,-1.57,4.86,2.87,0.16,2.11,21884,5.98,16.98
brazil,S24TW047G,NASA,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,ALL,99.45,-91.53,205.38,-1.91,1.96,3.14,-1.30,3.68,2.29,1.45,1.91,128877,5.3,100
brazil,S24TW047G,NASA,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,FLAT,99.45,-85.94,26.40,-1.41,1.53,2.34,-1.06,2.73,1.81,1.02,1.41,96902,4.02,75.19
brazil,S24TW047G,NASA,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,STEEP,99.45,-91.53,205.38,-3.55,2.84,4.52,-2.73,5.75,3.84,0.30,3.55,30529,8.11,23.69
brazil,S24TW047G,ASTER,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,ALL,99.45,-66.60,19.80,1.61,2.06,3.17,1.78,3.56,2.60,2.18,1.61,128877,5.01,100
brazil,S24TW047G,ASTER,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,FLAT,99.45,-66.60,19.80,1.93,1.84,2.67,1.97,3.29,2.55,1.78,1.93,105556,4.9,81.9
brazil,S24TW047G,ASTER,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,STEEP,99.45,-62.55,15.36,0.00,2.81,4.63,0.34,4.63,2.81,0.38,0.00,21884,5.6,16.98
brazil,S24TW047G,ASTER,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,ALL,99.45,-80.63,222.96,0.07,2.24,3.42,0.50,3.43,2.26,1.65,0.07,128877,4.73,100
brazil,S24TW047G,ASTER,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,FLAT,99.45,-80.63,19.69,0.54,1.88,2.71,0.76,2.77,1.99,1.19,0.54,96902,4.13,75.19
brazil,S24TW047G,ASTER,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,STEEP,99.45,-65.58,222.96,-1.48,3.04,4.75,-0.92,4.98,3.11,0.36,1.48,30529,6.55,23.69
brazil,S24TW047G,FABDEM,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,ALL,99.45,-63.69,15.76,-0.82,1.53,2.62,-0.64,2.74,1.63,1.14,0.82,128877,3.45,100
brazil,S24TW047G,FABDEM,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,FLAT,99.45,-63.69,15.76,-0.60,1.34,2.08,-0.52,2.17,1.41,0.90,0.60,105556,2.99,81.9
brazil,S24TW047G,FABDEM,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,STEEP,99.45,-62.47,15.06,-1.92,2.22,4.21,-1.60,4.62,2.65,0.17,1.92,21884,5.04,16.98
brazil,S24TW047G,FABDEM,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,ALL,99.45,-102.88,209.53,-2.31,1.78,2.96,-1.85,3.76,2.54,1.92,2.31,128877,5.16,100
brazil,S24TW047G,FABDEM,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,FLAT,99.45,-102.88,17.52,-1.95,1.45,2.19,-1.68,2.94,2.17,1.46,1.95,96902,4.31,75.19
brazil,S24TW047G,FABDEM,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,STEEP,99.45,-63.80,209.53,-3.49,2.60,4.43,-2.78,5.64,3.75,0.50,3.49,30529,7.48,23.69
us_3dep,N38VW124H,COP,california_coast_point,DTM,ALL,93.85,-19.39,33.41,0.37,3.05,4.15,-0.00,4.17,3.03,2.27,0.37,122287,6.59,100
us_3dep,N38VW124H,COP,california_coast_point,DTM,FLAT,93.85,-15.58,22.82,1.06,2.79,3.85,0.59,3.99,2.81,0.54,1.06,35895,6.57,29.35
us_3dep,N38VW124H,COP,california_coast_point,DTM,STEEP,93.85,-19.39,33.41,0.08,3.14,4.25,-0.28,4.25,3.14,1.49,0.08,86102,6.61,70.41
us_3dep,N38VW124J,COP,california_coast_point,DTM,ALL,100.00,-19.39,33.41,0.85,2.64,3.51,0.57,3.61,2.68,2.03,0.85,130321,5.77,100
us_3dep,N38VW124J,COP,california_coast_point,DTM,FLAT,100.00,-15.58,22.82,0.15,2.34,3.24,0.09,3.25,2.34,0.20,0.15,14946,5.22,11.47
us_3dep,N38VW124J,COP,california_coast_point,DTM,STEEP,100.00,-19.39,33.41,0.94,2.68,3.54,0.64,3.66,2.72,1.75,0.94,115366,5.83,88.52
us_3dep,N38VW124K,COP,california_coast_point,DTM,ALL,85.19,-19.39,33.41,0.18,2.21,2.94,-0.04,2.94,2.20,1.69,0.18,110827,4.77,100
us_3dep,N38VW124K,COP,california_coast_point,DTM,FLAT,85.19,-15.58,22.82,-0.40,2.12,2.84,-0.49,2.87,2.16,0.11,0.40,8235,4.63,7.43
us_3dep,N38VW124K,COP,california_coast_point,DTM,STEEP,85.19,-19.39,33.41,0.22,2.21,2.93,-0.00,2.94,2.20,1.53,0.22,102222,4.77,92.24
us_3dep,N38XW124H,COP,california_coast_point,DTM,ALL,100.00,-20.67,33.41,-0.03,2.66,3.46,-0.18,3.46,2.66,2.14,0.03,130321,5.58,100
us_3dep,N38XW124H,COP,california_coast_point,DTM,FLAT,100.00,-17.01,22.82,0.34,2.76,3.60,0.37,3.62,2.78,0.33,0.34,22276,5.91,17.09
us_3dep,N38XW124H,COP,california_coast_point,DTM,STEEP,100.00,-20.67,33.41,-0.11,2.63,3.42,-0.31,3.42,2.63,1.72,0.11,108036,5.5,82.9
us_3dep,N38XW124J,COP,california_coast_point,DTM,ALL,100.00,-20.67,33.41,0.42,2.41,3.11,0.28,3.14,2.42,1.93,0.42,130321,5.12,100
us_3dep,N38XW124J,COP,california_coast_point,DTM,FLAT,100.00,-17.01,22.82,0.17,2.30,3.02,0.02,3.03,2.30,0.12,0.17,9045,4.95,6.94
us_3dep,N38XW124J,COP,california_coast_point,DTM,STEEP,100.00,-20.67,33.41,0.44,2.41,3.12,0.30,3.15,2.42,1.77,0.44,121276,5.13,93.06
us_3dep,N38XW124K,COP,california_coast_point,DTM,ALL,85.04,-20.67,33.41,0.33,2.39,3.15,0.21,3.16,2.39,1.88,0.33,110827,5.06,100
us_3dep,N38XW124K,COP,california_coast_point,DTM,FLAT,85.04,-17.01,22.82,0.31,2.30,3.04,0.28,3.06,2.31,0.17,0.31,10895,4.89,9.83
us_3dep,N38XW124K,COP,california_coast_point,DTM,STEEP,85.04,-20.67,33.41,0.33,2.39,3.15,0.20,3.17,2.40,1.65,0.33,99571,5.07,89.84
us_3dep,N38VW124H,SRTM,california_coast_point,DTM,ALL,93.85,-20.91,17.61,-2.04,2.75,3.52,-1.79,4.06,3.13,2.49,2.04,122287,6.82,100
us_3dep,N38VW124H,SRTM,california_coast_point,DTM,FLAT,93.85,-20.91,17.15,-1.09,2.38,3.16,-0.55,3.34,2.40,0.60,1.09,35895,5.58,29.35
us_3dep,N38VW124H,SRTM,california_coast_point,DTM,STEEP,93.85,-20.27,17.61,-2.44,2.79,3.58,-2.35,4.33,3.44,1.61,2.44,86102,7.15,70.41
us_3dep,N38VW124J,SRTM,california_coast_point,DTM,ALL,100.00,-20.91,23.37,-1.65,2.69,3.48,-1.72,3.85,3.05,2.55,1.65,130321,6.28,100
us_3dep,N38VW124J,SRTM,california_coast_point,DTM,FLAT,100.00,-20.91,17.15,-1.87,2.47,3.17,-1.67,3.68,2.84,0.27,1.87,14946,6.12,11.47
us_3dep,N38VW124J,SRTM,california_coast_point,DTM,STEEP,100.00,-20.27,23.37,-1.62,2.72,3.52,-1.73,3.88,3.07,2.21,1.62,115366,6.3,88.52
us_3dep,N38VW124K,SRTM,california_coast_point,DTM,ALL,85.19,-20.91,23.37,-1.83,2.45,3.16,-1.90,3.65,2.92,2.50,1.83,110827,5.94,100
us_3dep,N38VW124K,SRTM,california_coast_point,DTM,FLAT,85.19,-20.91,17.15,-2.66,2.22,2.85,-2.68,3.90,3.20,0.17,2.66,8235,6.26,7.43
us_3dep,N38VW124K,SRTM,california_coast_point,DTM,STEEP,85.19,-20.27,23.37,-1.77,2.45,3.17,-1.83,3.63,2.90,2.28,1.77,102222,5.91,92.24
us_3dep,N38XW124H,SRTM,california_coast_point,DTM,ALL,100.00,-25.93,23.37,-2.05,2.78,3.55,-2.03,4.10,3.25,2.72,2.05,130321,6.7,100
us_3dep,N38XW124H,SRTM,california_coast_point,DTM,FLAT,100.00,-20.91,17.15,-1.39,2.63,3.32,-0.87,3.60,2.70,0.43,1.39,22276,6.08,17.09
us_3dep,N38XW124H,SRTM,california_coast_point,DTM,STEEP,100.00,-25.93,23.37,-2.18,2.78,3.58,-2.25,4.19,3.36,2.19,2.18,108036,6.81,82.9
us_3dep,N38XW124J,SRTM,california_coast_point,DTM,ALL,100.00,-25.93,23.37,-1.87,2.55,3.30,-1.85,3.79,2.99,2.49,1.87,130321,6.19,100
us_3dep,N38XW124J,SRTM,california_coast_point,DTM,FLAT,100.00,-20.91,17.15,-2.16,2.35,3.03,-2.01,3.72,2.92,0.16,2.16,9045,6.03,6.94
us_3dep,N38XW124J,SRTM,california_coast_point,DTM,STEEP,100.00,-25.93,23.37,-1.85,2.56,3.32,-1.84,3.80,3.00,2.29,1.85,121276,6.2,93.06
us_3dep,N38XW124K,SRTM,california_coast_point,DTM,ALL,85.04,-25.93,23.37,-2.02,2.58,3.35,-1.96,3.91,3.07,2.54,2.02,110827,6.41,100
us_3dep,N38XW124K,SRTM,california_coast_point,DTM,FLAT,85.04,-20.91,17.15,-2.18,2.44,3.14,-1.95,3.82,2.96,0.23,2.18,10895,6.36,9.83
us_3dep,N38XW124K,SRTM,california_coast_point,DTM,STEEP,85.04,-25.93,23.37,-2.00,2.59,3.37,-1.96,3.92,3.08,2.24,2.00,99571,6.41,89.84
us_3dep,N38VW124H,ALOS,california_coast_area,DTM,ALL,93.85,-14.37,34.58,1.80,3.14,4.21,1.24,4.58,3.29,2.37,1.80,122374,7.47,100
us_3dep,N38VW124H,ALOS,california_coast_area,DTM,FLAT,93.85,-12.99,23.96,1.98,2.95,3.96,1.30,4.43,3.13,0.55,1.98,35736,7.4,29.2
us_3dep,N38VW124H,ALOS,california_coast_area,DTM,STEEP,93.85,-14.37,34.58,1.74,3.22,4.31,1.22,4.64,3.37,1.53,1.74,86344,7.51,70.56
us_3dep,N38VW124J,ALOS,california_coast_area,DTM,ALL,100.00,-14.37,34.58,2.16,2.76,3.65,1.59,4.24,3.07,2.20,2.16,130321,6.91,100
us_3dep,N38VW124J,ALOS,california_coast_area,DTM,FLAT,100.00,-13.95,25.66,1.11,2.33,3.33,0.65,3.51,2.37,0.21,1.11,14911,5.55,11.44
us_3dep,N38VW124J,ALOS,california_coast_area,DTM,STEEP,100.00,-14.37,34.58,2.30,2.79,3.66,1.75,4.32,3.16,1.87,2.30,115401,7.04,88.55
us_3dep,N38VW124K,ALOS,california_coast_area,DTM,ALL,85.19,-14.37,34.58,1.17,2.18,2.93,0.78,3.15,2.26,1.58,1.17,111188,5.21,100
us_3dep,N38VW124K,ALOS,california_coast_area,DTM,FLAT,85.19,-13.95,25.66,0.49,1.99,2.79,0.26,2.83,1.99,0.11,0.49,8279,4.53,7.45
