AREA,DEMIX_TILE,DEM,REF_DEM,REF_TYPE,REF_SLOPE,GRID_FULL,SMD_MIN,SMD_Max,SMD_Mean,SMD_AVG,SMD_STD,SMD_MEDIAN,SMD_RMSE,SMD_MAE,SMD_AB_MD,SMD_AB_MN,SMD_N,SMD_LE90,SLOPE_PC
brazil,S24TW047D,NASA,md_MDS_sampa_ll_elev_1m_S24TW047D_1sec_point,DSM,ALL,99.15,-90.40,239.06,7.06,9.74,14.89,3.72,16.48,9.97,5.77,7.06,127083,23.58,100
brazil,S24TW047D,NASA,md_MDS_sampa_ll_elev_1m_S24TW047D_1sec_point,DSM,FLAT,99.15,-90.40,17.96,0.89,4.77,6.25,1.09,6.32,4.85,3.65,0.89,88751,10.24,69.84
brazil,S24TW047D,NASA,md_MDS_sampa_ll_elev_1m_S24TW047D_1sec_point,DSM,STEEP,99.15,-69.73,239.06,21.34,12.61,18.77,17.43,28.42,21.82,1.46,21.34,38332,42.07,30.16
brazil,S24TW047D,ASTER,md_MDT_sampa_ll_elev_1m_S24TW047D_1sec_point,DTM,ALL,99.15,-102.21,50.02,-7.01,6.36,8.62,-6.33,11.11,8.59,6.99,7.01,127092,17.65,100
brazil,S24TW047D,ASTER,md_MDT_sampa_ll_elev_1m_S24TW047D_1sec_point,DTM,FLAT,99.15,-102.21,17.80,-7.58,6.07,8.11,-6.64,11.10,8.57,6.64,7.58,121018,17.63,95.22
brazil,S24TW047D,ASTER,md_MDT_sampa_ll_elev_1m_S24TW047D_1sec_point,DTM,STEEP,99.15,-54.41,50.02,4.30,8.08,10.49,4.58,11.33,8.91,0.35,4.30,6074,17.91,4.78
brazil,S24TW047D,ASTER,md_MDS_sampa_ll_elev_1m_S24TW047D_1sec_point,DSM,ALL,99.15,-102.21,239.88,3.49,10.30,15.44,0.87,15.83,10.05,6.58,3.49,127083,22.07,100
brazil,S24TW047D,ASTER,md_MDS_sampa_ll_elev_1m_S24TW047D_1sec_point,DSM,FLAT,99.15,-102.21,17.90,-2.63,5.95,7.71,-2.06,8.15,6.17,4.28,2.63,88751,12.82,69.84
brazil,S24TW047D,ASTER,md_MDS_sampa_ll_elev_1m_S24TW047D_1sec_point,DSM,STEEP,99.15,-70.70,239.88,17.68,12.86,19.10,14.55,26.03,19.03,1.74,17.68,38332,38.7,30.16
brazil,S24TW047D,FABDEM,md_MDT_sampa_ll_elev_1m_S24TW047D_1sec_point,DTM,ALL,99.15,-39.77,56.05,1.08,2.83,4.54,0.59,4.67,2.86,1.49,1.08,127092,7.3,100
brazil,S24TW047D,FABDEM,md_MDT_sampa_ll_elev_1m_S24TW047D_1sec_point,DTM,FLAT,99.15,-39.77,17.63,0.59,2.37,3.70,0.51,3.75,2.44,1.38,0.59,121018,6.17,95.22
brazil,S24TW047D,FABDEM,md_MDT_sampa_ll_elev_1m_S24TW047D_1sec_point,DTM,STEEP,99.15,-33.37,56.05,10.81,5.83,7.71,10.35,13.28,11.28,0.05,10.81,6074,20.25,4.78
brazil,S24TW047D,FABDEM,md_MDS_sampa_ll_elev_1m_S24TW047D_1sec_point,DSM,ALL,99.15,-73.18,247.99,11.59,10.01,15.21,7.49,19.12,12.31,7.75,11.59,127083,28.54,100
brazil,S24TW047D,FABDEM,md_MDS_sampa_ll_elev_1m_S24TW047D_1sec_point,DSM,FLAT,99.15,-69.79,17.97,4.92,4.18,5.34,4.74,7.26,5.93,5.03,4.92,88751,12.14,69.84
brazil,S24TW047D,FABDEM,md_MDS_sampa_ll_elev_1m_S24TW047D_1sec_point,DSM,STEEP,99.15,-73.18,247.99,27.02,12.78,18.98,22.39,33.02,27.08,2.09,27.02,38332,48.12,30.16
brazil,S24TW047F,COP,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,ALL,98.59,-47.81,43.98,-1.34,3.39,4.75,-1.11,4.93,3.53,2.58,1.34,126281,7.68,100
brazil,S24TW047F,COP,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,FLAT,98.59,-47.81,17.32,-1.60,3.26,4.50,-1.23,4.77,3.43,2.42,1.60,120048,7.46,95.06
brazil,S24TW047F,COP,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,STEEP,98.59,-29.08,43.98,3.57,4.76,6.40,3.00,7.33,5.44,0.11,3.57,6233,11.96,4.94
brazil,S24TW047F,COP,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,ALL,98.59,-47.81,161.98,2.58,5.42,8.63,1.31,9.01,5.44,3.48,2.58,126281,11.4,100
brazil,S24TW047F,COP,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,FLAT,98.59,-47.81,17.03,0.51,3.76,4.92,0.55,4.95,3.79,2.83,0.51,106745,8.11,84.53
brazil,S24TW047F,COP,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,STEEP,98.59,-42.96,161.98,13.89,10.02,14.05,10.81,19.76,14.45,0.47,13.89,19536,30.84,15.47
brazil,S24TW047F,SRTM,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,ALL,98.59,-50.09,41.68,-0.88,3.76,5.11,-0.97,5.18,3.85,2.99,0.88,126281,8.11,100
brazil,S24TW047F,SRTM,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,FLAT,98.59,-50.09,17.99,-1.25,3.55,4.76,-1.16,4.92,3.68,2.81,1.25,120048,7.72,95.06
brazil,S24TW047F,SRTM,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,STEEP,98.59,-22.11,41.68,6.09,4.98,6.42,5.84,8.85,7.09,0.14,6.09,6233,14.14,4.94
brazil,S24TW047F,SRTM,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,ALL,98.59,-50.09,158.95,3.04,5.82,8.90,1.78,9.41,5.93,3.95,3.04,126281,12.43,100
brazil,S24TW047F,SRTM,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,FLAT,98.59,-50.09,17.97,0.80,4.09,5.29,0.83,5.35,4.15,3.22,0.80,106745,8.75,84.53
brazil,S24TW047F,SRTM,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,STEEP,98.59,-42.79,158.95,15.30,9.40,13.49,12.80,20.40,15.66,0.54,15.30,19536,31.04,15.47
brazil,S24TW047F,ALOS,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_area,DTM,ALL,98.59,-143.56,39.45,-2.08,3.44,6.03,-1.21,6.38,3.54,2.22,2.08,126244,7.19,100
brazil,S24TW047F,ALOS,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_area,DTM,FLAT,98.59,-143.56,17.45,-2.22,3.44,6.04,-1.29,6.43,3.55,2.09,2.22,120032,7.21,95.08
brazil,S24TW047F,ALOS,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_area,DTM,STEEP,98.59,-84.67,39.45,0.76,3.36,5.17,0.68,5.22,3.41,0.10,0.76,6212,6.95,4.92
brazil,S24TW047F,ALOS,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_area,DSM,ALL,98.59,-143.56,138.81,1.86,4.35,7.89,0.84,8.11,4.31,2.44,1.86,126253,8.86,100
brazil,S24TW047F,ALOS,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_area,DSM,FLAT,98.59,-143.56,17.89,0.41,2.93,4.37,0.43,4.39,2.96,1.99,0.41,106730,6.28,84.54
brazil,S24TW047F,ALOS,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_area,DSM,STEEP,98.59,-87.13,138.81,9.79,10.41,14.96,5.90,17.88,11.73,0.33,9.79,19523,28.31,15.46
brazil,S24TW047F,NASA,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,ALL,98.59,-49.52,41.68,-0.64,3.60,4.85,-0.80,4.90,3.66,2.85,0.64,126281,7.7,100
brazil,S24TW047F,NASA,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,FLAT,98.59,-49.52,17.45,-1.02,3.36,4.47,-1.00,4.58,3.47,2.68,1.02,120048,7.24,95.06
brazil,S24TW047F,NASA,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,STEEP,98.59,-19.03,41.68,6.70,4.60,6.00,6.34,8.99,7.30,0.13,6.70,6233,14.25,4.94
brazil,S24TW047F,NASA,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,ALL,98.59,-49.52,162.41,3.28,5.70,8.77,1.92,9.37,5.84,3.86,3.28,126281,12.26,100
brazil,S24TW047F,NASA,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,FLAT,98.59,-49.52,17.85,1.00,3.91,5.02,0.96,5.12,3.99,3.13,1.00,106745,8.42,84.53
brazil,S24TW047F,NASA,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,STEEP,98.59,-42.84,162.41,15.75,9.21,13.26,13.06,20.59,15.97,0.53,15.75,19536,31.24,15.47
brazil,S24TW047F,ASTER,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,ALL,98.59,-64.29,39.90,-4.86,6.19,8.10,-4.42,9.44,7.26,5.80,4.86,126281,15.31,100
brazil,S24TW047F,ASTER,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,FLAT,98.59,-64.29,17.49,-5.36,5.95,7.72,-4.72,9.39,7.20,5.47,5.36,120048,15.2,95.06
brazil,S24TW047F,ASTER,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,STEEP,98.59,-52.28,39.90,4.66,7.22,9.25,5.17,10.36,8.39,0.28,4.66,6233,16.54,4.94
brazil,S24TW047F,ASTER,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,ALL,98.59,-64.29,149.88,-0.94,7.40,10.54,-1.46,10.59,7.49,5.57,0.94,126281,15.83,100
brazil,S24TW047F,ASTER,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,FLAT,98.59,-64.29,17.88,-3.28,5.96,7.67,-2.65,8.34,6.34,4.55,3.28,106745,13.4,84.53
brazil,S24TW047F,ASTER,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,STEEP,98.59,-52.28,149.88,11.86,9.99,14.25,10.39,18.54,13.79,0.78,11.86,19536,27.86,15.47
brazil,S24TW047F,FABDEM,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,ALL,98.59,-32.57,46.58,2.16,3.24,4.51,1.31,5.00,3.42,2.21,2.16,126281,8.13,100
brazil,S24TW047F,FABDEM,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,FLAT,98.59,-32.57,17.53,1.66,2.81,3.81,1.14,4.16,2.99,2.04,1.66,120048,7.1,95.06
brazil,S24TW047F,FABDEM,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,STEEP,98.59,-14.82,46.58,11.69,4.69,6.15,11.32,13.21,11.77,0.08,11.69,6233,19.05,4.94
brazil,S24TW047F,FABDEM,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,ALL,98.59,-43.45,164.37,6.08,5.81,8.90,4.42,10.78,7.09,4.87,6.08,126281,15.04,100
brazil,S24TW047F,FABDEM,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,FLAT,98.59,-42.68,17.86,3.60,3.75,4.79,3.42,5.99,4.78,3.98,3.60,106745,10.01,84.53
brazil,S24TW047F,FABDEM,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,STEEP,98.59,-43.45,164.37,19.64,8.99,12.99,16.95,23.55,19.67,0.67,19.64,19536,34.86,15.47
brazil,S24TW047G,COP,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,ALL,99.45,-87.62,211.91,-0.31,4.56,7.39,-0.35,7.39,4.57,2.94,0.31,127440,10.16,100
brazil,S24TW047G,COP,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,FLAT,99.45,-87.62,17.74,-1.35,3.77,5.53,-0.76,5.69,3.80,2.31,1.35,105556,8.25,82.83
brazil,S24TW047G,COP,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,STEEP,99.45,-65.28,211.91,4.73,7.61,11.82,3.66,12.73,8.29,0.43,4.73,21884,17.97,17.17
brazil,S24TW047G,COP,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,ALL,99.45,-93.84,218.47,1.65,5.44,8.44,0.97,8.60,5.47,3.67,1.65,127431,11.89,100
brazil,S24TW047G,COP,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,FLAT,99.45,-93.84,17.20,-0.30,4.03,5.51,0.03,5.52,4.02,2.64,0.30,96902,8.53,76.04
brazil,S24TW047G,COP,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,STEEP,99.45,-65.28,218.47,7.83,8.17,12.28,6.39,14.57,10.09,0.78,7.83,30529,21.09,23.96
brazil,S24TW047G,SRTM,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,ALL,99.45,-103.12,201.82,0.39,4.94,7.56,0.07,7.57,4.93,3.48,0.39,127440,10.51,100
brazil,S24TW047G,SRTM,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,FLAT,99.45,-95.96,17.73,-0.97,4.03,5.62,-0.60,5.70,4.05,2.78,0.97,105556,8.42,82.83
brazil,S24TW047G,SRTM,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,STEEP,99.45,-103.12,201.82,6.97,7.33,11.34,6.23,13.31,9.21,0.53,6.97,21884,18.66,17.17
brazil,S24TW047G,SRTM,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,ALL,99.45,-103.12,208.38,2.35,5.90,8.81,1.50,9.12,6.00,4.20,2.35,127431,12.79,100
brazil,S24TW047G,SRTM,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,FLAT,99.45,-102.65,17.81,-0.06,4.33,5.85,0.24,5.85,4.33,3.03,0.06,96902,9,76.04
brazil,S24TW047G,SRTM,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,STEEP,99.45,-103.12,208.38,10.00,7.89,11.78,8.76,15.45,11.30,0.89,10.00,30529,22.57,23.96
brazil,S24TW047G,ALOS,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_area,DTM,ALL,99.45,-70.69,230.78,11.95,6.27,9.14,10.21,15.04,11.96,10.21,11.95,127449,22.17,100
brazil,S24TW047G,ALOS,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_area,DTM,FLAT,99.45,-70.69,18.00,8.88,3.79,4.51,8.79,9.96,8.89,8.79,8.88,105495,15.19,82.77
brazil,S24TW047G,ALOS,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_area,DTM,STEEP,99.45,-64.63,230.78,26.69,6.88,11.15,23.46,28.93,26.73,2.81,26.69,21954,38.36,17.23
brazil,S24TW047G,ALOS,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_area,DSM,ALL,99.45,-70.69,240.12,13.90,7.22,10.51,11.67,17.43,13.90,11.67,13.90,127440,25.8,100
brazil,S24TW047G,ALOS,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_area,DSM,FLAT,99.45,-70.69,18.00,9.53,3.74,4.44,9.52,10.51,9.54,9.52,9.53,97061,15.69,76.16
brazil,S24TW047G,ALOS,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_area,DSM,STEEP,99.45,-69.84,240.12,27.85,7.81,12.03,24.14,30.34,27.88,4.52,27.85,30379,41.25,23.84
brazil,S24TW047G,NASA,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,ALL,99.45,-91.53,205.38,0.74,4.74,7.32,0.30,7.36,4.73,3.29,0.74,127440,10.12,100
brazil,S24TW047G,NASA,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,FLAT,99.45,-85.94,17.54,-0.67,3.76,5.27,-0.37,5.31,3.77,2.62,0.67,105556,7.83,82.83
brazil,S24TW047G,NASA,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,STEEP,99.45,-91.53,205.38,7.50,7.11,11.09,6.69,13.39,9.37,0.50,7.50,21884,18.79,17.17
brazil,S24TW047G,NASA,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,ALL,99.45,-91.53,211.94,2.69,5.76,8.64,1.74,9.05,5.90,4.07,2.69,127431,12.67,100
brazil,S24TW047G,NASA,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,FLAT,99.45,-85.94,17.83,0.23,4.10,5.52,0.44,5.53,4.11,2.94,0.23,96902,8.54,76.04
brazil,S24TW047G,NASA,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,STEEP,99.45,-91.53,211.94,10.52,7.71,11.60,9.17,15.66,11.59,0.87,10.52,30529,22.8,23.96
brazil,S24TW047G,ASTER,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,ALL,99.45,-80.63,222.96,-2.13,6.73,9.54,-2.06,9.78,6.96,5.26,2.13,127440,14.8,100
brazil,S24TW047G,ASTER,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,FLAT,99.45,-80.63,17.97,-3.72,5.82,7.68,-2.99,8.53,6.31,4.19,3.72,105556,13.34,82.83
brazil,S24TW047G,ASTER,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,STEEP,99.45,-65.58,222.96,5.55,9.05,13.22,5.19,14.34,10.11,0.81,5.55,21884,20.37,17.17
brazil,S24TW047G,ASTER,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,ALL,99.45,-87.23,229.52,-0.17,7.37,10.48,-0.59,10.48,7.38,5.49,0.17,127431,15.63,100
brazil,S24TW047G,ASTER,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,FLAT,99.45,-87.23,18.00,-2.83,5.85,7.63,-2.15,8.14,6.09,4.00,2.83,96902,12.75,76.04
brazil,S24TW047G,ASTER,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,STEEP,99.45,-65.58,229.52,8.25,9.30,13.43,7.69,15.76,11.46,1.20,8.25,30529,23.16,23.96
brazil,S24TW047G,FABDEM,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,ALL,99.45,-102.88,209.53,3.02,4.93,7.56,2.42,8.14,5.40,3.78,3.02,127440,11.9,100
brazil,S24TW047G,FABDEM,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,FLAT,99.45,-102.88,17.52,1.61,3.80,5.39,1.74,5.62,4.11,2.95,1.61,105556,8.88,82.83
brazil,S24TW047G,FABDEM,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,STEEP,99.45,-62.47,209.53,9.85,7.50,11.67,9.76,15.27,11.62,0.51,9.85,21884,20.94,17.17
brazil,S24TW047G,FABDEM,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,ALL,99.45,-109.11,216.09,4.98,6.00,8.97,3.97,10.26,7.00,5.05,4.98,127431,14.98,100
brazil,S24TW047G,FABDEM,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,FLAT,99.45,-109.11,17.73,2.47,4.17,5.61,2.68,6.13,4.76,3.63,2.47,96902,9.86,76.04
brazil,S24TW047G,FABDEM,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,STEEP,99.45,-63.80,216.09,12.96,8.10,12.34,12.25,17.89,14.10,1.08,12.96,30529,25.3,23.96
us_3dep,N38VW124H,COP,california_coast_point,DTM,ALL,93.85,-113.30,80.82,2.25,10.35,14.41,1.63,14.58,10.47,7.50,2.25,121997,23.67,100
us_3dep,N38VW124H,COP,california_coast_point,DTM,FLAT,93.85,-113.30,17.89,-4.55,7.56,11.02,-1.79,11.92,7.36,1.67,4.55,35895,16.88,29.42
us_3dep,N38VW124H,COP,california_coast_point,DTM,STEEP,93.85,-93.66,80.82,5.09,10.96,14.70,4.96,15.56,11.76,4.77,5.09,86102,25.29,70.58
us_3dep,N38VW124J,COP,california_coast_point,DTM,ALL,100.00,-113.30,82.46,3.03,11.13,14.74,2.64,15.05,11.36,8.71,3.03,130312,24.88,100
us_3dep,N38VW124J,COP,california_coast_point,DTM,FLAT,100.00,-113.30,17.89,-6.76,9.19,12.45,-3.57,14.16,9.39,0.87,6.76,14946,23.56,11.47
us_3dep,N38VW124J,COP,california_coast_point,DTM,STEEP,100.00,-93.66,82.46,4.30,11.13,14.54,3.93,15.16,11.62,7.48,4.30,115366,24.99,88.53
us_3dep,N38VW124K,COP,california_coast_point,DTM,ALL,85.19,-113.30,82.46,3.18,9.82,12.88,2.79,13.26,10.10,7.89,3.18,110457,21.88,100
us_3dep,N38VW124K,COP,california_coast_point,DTM,FLAT,85.19,-113.30,17.89,-8.27,9.14,11.72,-6.19,14.34,10.49,0.53,8.27,8235,24.27,7.46
us_3dep,N38VW124K,COP,california_coast_point,DTM,STEEP,85.19,-93.66,82.46,4.11,9.61,12.52,3.57,13.17,10.06,7.17,4.11,102222,21.71,92.54
us_3dep,N38XW124H,COP,california_coast_point,DTM,ALL,100.00,-113.30,90.30,3.92,10.84,14.31,3.15,14.83,11.16,8.54,3.92,130312,24.5,100
us_3dep,N38XW124H,COP,california_coast_point,DTM,FLAT,100.00,-113.30,17.89,-5.23,7.87,10.83,-2.81,12.02,8.03,1.24,5.23,22276,18.79,17.09
us_3dep,N38XW124H,COP,california_coast_point,DTM,STEEP,100.00,-93.66,90.30,5.81,10.95,14.21,5.23,15.35,11.80,6.76,5.81,108036,25.25,82.91
us_3dep,N38XW124J,COP,california_coast_point,DTM,ALL,100.00,-113.30,90.30,3.12,10.59,13.86,2.72,14.21,10.83,8.49,3.12,130321,23.33,100
us_3dep,N38XW124J,COP,california_coast_point,DTM,FLAT,100.00,-113.30,17.89,-8.64,9.72,12.65,-6.26,15.32,11.02,0.51,8.64,9045,25.4,6.94
us_3dep,N38XW124J,COP,california_coast_point,DTM,STEEP,100.00,-93.66,90.30,3.99,10.42,13.54,3.48,14.12,10.82,7.77,3.99,121276,23.22,93.06
us_3dep,N38XW124K,COP,california_coast_point,DTM,ALL,85.04,-113.30,90.30,2.85,9.94,13.05,2.45,13.36,10.15,7.90,2.85,110466,21.93,100
us_3dep,N38XW124K,COP,california_coast_point,DTM,FLAT,85.04,-113.30,17.96,-6.54,8.34,10.95,-4.75,12.76,9.19,0.70,6.54,10895,20.98,9.86
us_3dep,N38XW124K,COP,california_coast_point,DTM,STEEP,85.04,-93.66,90.30,3.88,9.85,12.85,3.41,13.42,10.25,6.98,3.88,99571,22.01,90.14
us_3dep,N38VW124H,SRTM,california_coast_point,DTM,ALL,93.85,-60.42,74.45,5.46,9.50,12.53,3.76,13.66,9.96,7.21,5.46,121997,22.68,100
us_3dep,N38VW124H,SRTM,california_coast_point,DTM,FLAT,93.85,-60.42,17.94,-1.81,5.34,7.18,-0.71,7.41,5.29,1.70,1.81,35895,11.67,29.42
us_3dep,N38VW124H,SRTM,california_coast_point,DTM,STEEP,93.85,-51.64,74.45,8.49,10.03,13.02,7.46,15.55,11.91,4.62,8.49,86102,25.5,70.58
us_3dep,N38VW124J,SRTM,california_coast_point,DTM,ALL,100.00,-62.82,87.34,7.72,10.76,13.89,6.65,15.89,12.14,9.49,7.72,130312,26.3,100
us_3dep,N38VW124J,SRTM,california_coast_point,DTM,FLAT,100.00,-62.82,17.94,-3.76,7.10,9.34,-2.16,10.07,7.23,0.97,3.76,14946,16.1,11.47
us_3dep,N38VW124J,SRTM,california_coast_point,DTM,STEEP,100.00,-52.59,87.34,9.20,10.64,13.69,8.28,16.50,12.78,8.19,9.20,115366,27.13,88.53
us_3dep,N38VW124K,SRTM,california_coast_point,DTM,ALL,85.19,-62.82,90.74,7.48,10.04,12.87,6.68,14.88,11.50,9.22,7.48,110457,24.48,100
us_3dep,N38VW124K,SRTM,california_coast_point,DTM,FLAT,85.19,-62.82,17.97,-5.33,7.29,9.23,-4.21,10.66,8.07,0.62,5.33,8235,17.79,7.46
us_3dep,N38VW124K,SRTM,california_coast_point,DTM,STEEP,85.19,-52.59,90.74,8.51,9.81,12.56,7.71,15.17,11.78,8.39,8.51,102222,24.97,92.54
us_3dep,N38XW124H,SRTM,california_coast_point,DTM,ALL,100.00,-62.82,90.74,7.57,10.46,13.48,6.04,15.46,11.62,8.83,7.57,130312,25.68,100
us_3dep,N38XW124H,SRTM,california_coast_point,DTM,FLAT,100.00,-62.82,17.97,-2.23,5.78,7.80,-1.06,8.12,5.78,1.29,2.23,22276,12.66,17.09
us_3dep,N38XW124H,SRTM,california_coast_point,DTM,STEEP,100.00,-56.09,90.74,9.60,10.52,13.52,8.59,16.58,12.83,6.92,9.60,108036,27.21,82.91
us_3dep,N38XW124J,SRTM,california_coast_point,DTM,ALL,100.00,-76.55,90.74,7.18,10.35,13.36,6.16,15.16,11.57,9.05,7.18,130321,24.99,100
us_3dep,N38XW124J,SRTM,california_coast_point,DTM,FLAT,100.00,-76.55,17.97,-5.51,7.52,9.68,-4.23,11.14,8.25,0.55,5.51,9045,18.15,6.94
us_3dep,N38XW124J,SRTM,california_coast_point,DTM,STEEP,100.00,-69.34,90.74,8.12,10.19,13.11,7.07,15.42,11.82,8.30,8.12,121276,25.38,93.06
us_3dep,N38XW124K,SRTM,california_coast_point,DTM,ALL,85.04,-76.55,90.74,7.09,10.10,13.03,5.88,14.84,11.25,8.70,7.09,110466,24.5,100
us_3dep,N38XW124K,SRTM,california_coast_point,DTM,FLAT,85.04,-76.55,17.99,-4.24,6.65,8.56,-3.37,9.55,7.19,0.74,4.24,10895,15.28,9.86
us_3dep,N38XW124K,SRTM,california_coast_point,DTM,STEEP,85.04,-69.34,90.74,8.33,9.97,12.84,7.15,15.31,11.69,7.65,8.33,99571,25.24,90.14
us_3dep,N38VW124H,ALOS,california_coast_area,DTM,ALL,93.85,-93.83,63.95,0.26,9.54,13.44,0.60,13.44,9.55,6.80,0.26,122080,21.64,100
us_3dep,N38VW124H,ALOS,california_coast_area,DTM,FLAT,93.85,-93.83,17.86,-5.01,7.61,10.83,-2.04,11.94,7.43,1.46,5.01,35736,18.19,29.27
us_3dep,N38VW124H,ALOS,california_coast_area,DTM,STEEP,93.85,-93.81,63.95,2.44,10.14,13.80,2.83,14.02,10.43,4.28,2.44,86344,22.6,70.73
us_3dep,N38VW124J,ALOS,california_coast_area,DTM,ALL,100.00,-105.89,69.63,0.89,9.51,13.07,0.96,13.10,9.55,6.85,0.89,130312,21.66,100
us_3dep,N38VW124J,ALOS,california_coast_area,DTM,FLAT,100.00,-93.83,17.86,-5.19,7.84,11.10,-2.37,12.26,7.74,0.65,5.19,14911,19.59,11.44
us_3dep,N38VW124J,ALOS,california_coast_area,DTM,STEEP,100.00,-105.89,69.63,1.68,9.67,13.09,1.69,13.20,9.78,5.81,1.68,115401,21.81,88.56
us_3dep,N38VW124K,ALOS,california_coast_area,DTM,ALL,85.19,-105.89,69.63,1.99,8.04,10.99,1.65,11.17,8.17,5.86,1.99,110809,18.63,100
us_3dep,N38VW124K,ALOS,california_coast_area,DTM,FLAT,85.19,-93.83,17.86,-5.07,7.37,9.77,-2.97,11.01,7.65,0.38,5.07,8279,18.42,7.47
us_3dep,N38VW124K,ALOS,california_coast_area,DTM,STEEP,85.19,-105.89,69.63,2.56,8.01,10.89,2.11,11.19,8.22,5.30,2.56,102530,18.65,92.53
