AREA,DEMIX_TILE,DEM,REF_DEM,REF_TYPE,REF_SLOPE,GRID_FULL,SMD_MIN,SMD_Max,SMD_Mean,SMD_AVG,SMD_STD,SMD_MEDIAN,SMD_RMSE,SMD_MAE,SMD_AB_MD,SMD_AB_MN,SMD_N,SMD_LE90,SLOPE_PC
us_3dep,N38XW124H,ALOS,california_coast_area,DTM,ALL,100.00,-106.23,70.37,1.63,8.97,11.93,1.50,12.04,9.06,6.96,1.63,130321,19.74,100
us_3dep,N38XW124H,ALOS,california_coast_area,DTM,FLAT,100.00,-106.23,17.91,-5.07,7.42,9.95,-2.87,11.17,7.67,1.00,5.07,22289,18.02,17.1
us_3dep,N38XW124H,ALOS,california_coast_area,DTM,STEEP,100.00,-105.89,70.37,3.01,9.02,11.84,2.90,12.21,9.35,5.50,3.01,108032,20,82.9
us_3dep,N38XW124J,ALOS,california_coast_area,DTM,ALL,100.00,-106.23,70.37,1.62,8.46,11.27,1.37,11.38,8.55,6.44,1.62,130321,19.02,100
us_3dep,N38XW124J,ALOS,california_coast_area,DTM,FLAT,100.00,-106.23,17.91,-4.70,7.25,9.60,-2.71,10.69,7.48,0.38,4.70,9037,17.56,6.93
us_3dep,N38XW124J,ALOS,california_coast_area,DTM,STEEP,100.00,-105.89,70.37,2.09,8.49,11.24,1.78,11.43,8.62,5.87,2.09,121284,19.09,93.07
us_3dep,N38XW124K,ALOS,california_coast_area,DTM,ALL,85.04,-106.23,79.03,1.73,8.45,11.60,1.33,11.72,8.53,6.04,1.73,110612,19.78,100
us_3dep,N38XW124K,ALOS,california_coast_area,DTM,FLAT,85.04,-106.23,17.98,-4.46,7.01,9.57,-2.28,10.56,7.07,0.50,4.46,10990,17.17,9.94
us_3dep,N38XW124K,ALOS,california_coast_area,DTM,STEEP,85.04,-105.89,79.03,2.41,8.54,11.60,1.89,11.85,8.70,5.23,2.41,99622,20,90.06
us_3dep,N38VW124H,NASA,california_coast_point,DTM,ALL,93.85,-51.85,73.03,5.87,9.54,12.56,4.05,13.86,10.08,7.23,5.87,121997,23.06,100
us_3dep,N38VW124H,NASA,california_coast_point,DTM,FLAT,93.85,-49.29,17.94,-1.61,5.16,6.91,-0.61,7.10,5.12,1.71,1.61,35895,11.26,29.42
us_3dep,N38VW124H,NASA,california_coast_point,DTM,STEEP,93.85,-51.85,73.03,8.98,10.07,13.06,7.88,15.85,12.14,4.62,8.98,86102,26.07,70.58
us_3dep,N38VW124J,NASA,california_coast_point,DTM,ALL,100.00,-57.89,87.34,8.36,10.71,13.80,7.15,16.13,12.31,9.60,8.36,130312,26.73,100
us_3dep,N38VW124J,NASA,california_coast_point,DTM,FLAT,100.00,-57.89,17.94,-3.03,6.65,8.74,-1.68,9.25,6.70,0.96,3.03,14946,14.56,11.47
us_3dep,N38VW124J,NASA,california_coast_point,DTM,STEEP,100.00,-51.85,87.34,9.83,10.61,13.64,8.83,16.82,13.03,8.27,9.83,115366,27.74,88.53
us_3dep,N38VW124K,NASA,california_coast_point,DTM,ALL,85.19,-57.89,87.34,7.88,10.04,12.86,6.98,15.08,11.64,9.29,7.88,110457,24.85,100
us_3dep,N38VW124K,NASA,california_coast_point,DTM,FLAT,85.19,-57.89,17.94,-4.67,6.99,8.88,-3.73,10.03,7.61,0.62,4.67,8235,16.63,7.46
us_3dep,N38VW124K,NASA,california_coast_point,DTM,STEEP,85.19,-51.85,87.34,8.90,9.84,12.60,8.02,15.42,11.97,8.45,8.90,102222,25.36,92.54
us_3dep,N38XW124H,NASA,california_coast_point,DTM,ALL,100.00,-57.89,87.34,8.15,10.51,13.52,6.46,15.78,11.83,8.91,8.15,130312,26.27,100
us_3dep,N38XW124H,NASA,california_coast_point,DTM,FLAT,100.00,-57.89,17.94,-1.82,5.45,7.36,-0.86,7.58,5.44,1.28,1.82,22276,11.79,17.09
us_3dep,N38XW124H,NASA,california_coast_point,DTM,STEEP,100.00,-57.63,87.34,10.21,10.59,13.58,9.06,16.99,13.14,6.97,10.21,108036,27.94,82.91
us_3dep,N38XW124J,NASA,california_coast_point,DTM,ALL,100.00,-61.75,87.34,7.61,10.34,13.33,6.48,15.35,11.69,9.13,7.61,130321,25.33,100
us_3dep,N38XW124J,NASA,california_coast_point,DTM,FLAT,100.00,-61.75,17.94,-4.90,7.17,9.19,-3.65,10.42,7.75,0.57,4.90,9045,17.04,6.94
us_3dep,N38XW124J,NASA,california_coast_point,DTM,STEEP,100.00,-57.63,87.34,8.54,10.20,13.12,7.39,15.65,11.99,8.36,8.54,121276,25.79,93.06
us_3dep,N38XW124K,NASA,california_coast_point,DTM,ALL,85.04,-61.75,87.34,7.48,10.10,13.04,6.18,15.03,11.37,8.75,7.48,110466,24.84,100
us_3dep,N38XW124K,NASA,california_coast_point,DTM,FLAT,85.04,-61.75,17.99,-3.80,6.45,8.29,-2.96,9.12,6.86,0.74,3.80,10895,14.52,9.86
us_3dep,N38XW124K,NASA,california_coast_point,DTM,STEEP,85.04,-57.63,87.34,8.71,9.99,12.87,7.46,15.54,11.86,7.70,8.71,99571,25.68,90.14
us_3dep,N38VW124H,ASTER,california_coast_point,DTM,ALL,93.85,-80.38,90.37,4.33,11.61,15.30,2.72,15.90,11.79,8.83,4.33,121997,26.41,100
us_3dep,N38VW124H,ASTER,california_coast_point,DTM,FLAT,93.85,-80.38,17.99,-4.03,7.02,9.44,-2.20,10.26,7.09,2.04,4.03,35895,15.76,29.42
us_3dep,N38VW124H,ASTER,california_coast_point,DTM,STEEP,93.85,-77.95,90.37,7.81,12.34,15.92,7.26,17.73,13.75,5.71,7.81,86102,29.07,70.58
us_3dep,N38VW124J,ASTER,california_coast_point,DTM,ALL,100.00,-80.38,108.37,7.47,13.04,16.92,6.69,18.49,14.20,11.20,7.47,130312,30.58,100
us_3dep,N38VW124J,ASTER,california_coast_point,DTM,FLAT,100.00,-80.38,17.99,-7.42,9.82,12.80,-4.84,14.79,10.48,1.13,7.42,14946,24.68,11.47
us_3dep,N38VW124J,ASTER,california_coast_point,DTM,STEEP,100.00,-77.95,108.37,9.40,12.73,16.42,8.67,18.92,14.69,9.69,9.40,115366,31.17,88.53
us_3dep,N38VW124K,ASTER,california_coast_point,DTM,ALL,85.19,-80.38,108.37,7.11,12.82,16.46,6.79,17.92,14.02,11.43,7.11,110457,29.58,100
us_3dep,N38VW124K,ASTER,california_coast_point,DTM,FLAT,85.19,-80.38,17.99,-11.68,11.12,13.84,-9.86,18.11,13.84,0.79,11.68,8235,30.76,7.46
us_3dep,N38VW124K,ASTER,california_coast_point,DTM,STEEP,85.19,-77.95,108.37,8.62,12.30,15.70,8.07,17.91,14.03,10.42,8.62,102222,29.49,92.54
us_3dep,N38XW124H,ASTER,california_coast_point,DTM,ALL,100.00,-80.38,108.37,6.80,13.06,16.78,5.43,18.11,13.81,10.76,6.80,130312,30.06,100
us_3dep,N38XW124H,ASTER,california_coast_point,DTM,FLAT,100.00,-80.38,17.99,-5.49,7.88,10.53,-3.65,11.87,8.38,1.60,5.49,22276,19.24,17.09
us_3dep,N38XW124H,ASTER,california_coast_point,DTM,STEEP,100.00,-77.95,108.37,9.34,13.06,16.71,8.63,19.14,14.93,8.52,9.34,108036,31.43,82.91
us_3dep,N38XW124J,ASTER,california_coast_point,DTM,ALL,100.00,-80.38,108.37,6.79,12.50,16.13,5.99,17.50,13.46,10.64,6.79,130321,28.81,100
us_3dep,N38XW124J,ASTER,california_coast_point,DTM,FLAT,100.00,-80.38,17.99,-9.98,9.79,12.54,-8.27,16.03,12.06,0.67,9.98,9045,27.14,6.94
us_3dep,N38XW124J,ASTER,california_coast_point,DTM,STEEP,100.00,-77.95,108.37,8.04,12.18,15.66,7.12,17.60,13.56,9.76,8.04,121276,28.93,93.06
us_3dep,N38XW124K,ASTER,california_coast_point,DTM,ALL,85.04,-85.81,108.37,6.59,12.73,16.48,5.61,17.75,13.56,10.63,6.59,110466,29.27,100
us_3dep,N38XW124K,ASTER,california_coast_point,DTM,FLAT,85.04,-85.81,17.99,-8.62,9.71,12.58,-6.64,15.25,11.19,0.93,8.62,10895,25.45,9.86
us_3dep,N38XW124K,ASTER,california_coast_point,DTM,STEEP,85.04,-77.95,108.37,8.26,12.42,16.00,7.23,18.01,13.82,9.38,8.26,99571,29.64,90.14
us_3dep,N39PW113H,COP,canyon_range_point,DTM,ALL,88.75,-46.45,14.76,-0.09,0.60,0.99,-0.09,0.99,0.60,0.40,0.09,115293,1.23,100
us_3dep,N39PW113H,COP,canyon_range_point,DTM,FLAT,88.75,-37.03,14.11,-0.09,0.59,0.96,-0.09,0.96,0.60,0.40,0.09,114967,1.22,99.72
us_3dep,N39PW113H,COP,canyon_range_point,DTM,STEEP,88.75,-46.45,14.76,1.55,3.26,4.16,1.32,4.44,3.47,0.00,1.55,326,7.18,0.28
us_3dep,N39PW113J,COP,canyon_range_point,DTM,ALL,87.65,-46.45,31.71,0.11,1.60,2.70,0.00,2.70,1.59,0.75,0.11,113856,4.24,100
us_3dep,N39PW113J,COP,canyon_range_point,DTM,FLAT,87.65,-37.03,17.04,-0.17,1.32,2.25,-0.06,2.26,1.31,0.62,0.17,99755,3.36,87.62
us_3dep,N39PW113J,COP,canyon_range_point,DTM,STEEP,87.65,-46.45,31.71,2.05,3.28,4.31,1.67,4.77,3.58,0.08,2.05,14101,7.92,12.38
us_3dep,N39PW113K,COP,canyon_range_point,DTM,ALL,86.61,-66.42,120.42,1.05,4.36,6.78,0.55,6.86,4.37,2.57,1.05,112501,10.52,100
us_3dep,N39PW113K,COP,canyon_range_point,DTM,FLAT,86.61,-60.93,17.04,-0.53,2.30,3.81,-0.07,3.84,2.25,0.65,0.53,38549,5.37,34.27
us_3dep,N39PW113K,COP,canyon_range_point,DTM,STEEP,86.61,-66.42,120.42,1.87,5.30,7.77,1.47,7.99,5.47,1.40,1.87,73952,12.49,65.73
us_3dep,N39PW113L,COP,canyon_range_point,DTM,ALL,85.68,-95.68,151.14,0.55,4.23,7.27,0.11,7.29,4.20,1.97,0.55,111283,10.75,100
us_3dep,N39PW113L,COP,canyon_range_point,DTM,FLAT,85.68,-60.93,17.32,-0.74,2.02,3.79,-0.15,3.86,1.91,0.60,0.74,52094,4.62,46.81
us_3dep,N39PW113L,COP,canyon_range_point,DTM,STEEP,85.68,-95.68,151.14,1.68,6.12,9.17,1.17,9.32,6.21,0.70,1.68,59189,14.36,53.19
us_3dep,N39QW113G,COP,canyon_range_point,DTM,ALL,85.46,-95.68,151.14,-0.15,0.61,0.91,-0.13,0.92,0.62,0.43,0.15,111093,1.33,100
us_3dep,N39QW113G,COP,canyon_range_point,DTM,FLAT,85.46,-60.93,17.32,-0.15,0.61,0.91,-0.13,0.92,0.62,0.43,0.15,111093,1.33,100
us_3dep,N39QW113H,COP,canyon_range_point,DTM,ALL,100.00,-95.68,151.14,0.10,1.77,3.28,-0.02,3.28,1.76,0.77,0.10,130321,4.6,100
us_3dep,N39QW113H,COP,canyon_range_point,DTM,FLAT,100.00,-60.93,17.32,-0.25,1.32,2.42,-0.07,2.43,1.31,0.64,0.25,114496,3.06,87.86
us_3dep,N39QW113H,COP,canyon_range_point,DTM,STEEP,100.00,-95.68,151.14,2.58,4.74,6.27,2.12,6.78,5.07,0.08,2.58,15825,11.31,12.14
us_3dep,N39QW113J,COP,canyon_range_point,DTM,ALL,100.00,-95.68,151.14,0.81,4.36,6.84,0.39,6.89,4.36,2.57,0.81,130321,10.47,100
us_3dep,N39QW113J,COP,canyon_range_point,DTM,FLAT,100.00,-62.90,17.32,-0.69,2.64,4.26,-0.12,4.31,2.57,0.76,0.69,51678,5.97,39.65
us_3dep,N39QW113J,COP,canyon_range_point,DTM,STEEP,100.00,-95.68,151.14,1.80,5.42,7.95,1.26,8.15,5.53,1.27,1.80,78643,12.92,60.35
us_3dep,N39QW113K,COP,canyon_range_point,DTM,ALL,100.00,-109.53,156.32,0.23,2.69,5.52,-0.05,5.52,2.65,0.83,0.23,130321,7.31,100
us_3dep,N39QW113K,COP,canyon_range_point,DTM,FLAT,100.00,-63.73,17.32,-0.33,1.08,2.38,-0.11,2.40,1.06,0.42,0.33,84632,2.3,64.94
us_3dep,N39QW113K,COP,canyon_range_point,DTM,STEEP,100.00,-109.53,156.32,1.27,5.55,8.64,0.88,8.73,5.60,0.21,1.27,45689,12.71,35.06
us_3dep,N39QW113L,COP,canyon_range_point,DTM,ALL,100.00,-109.53,156.32,0.56,4.43,7.15,0.16,7.17,4.41,2.27,0.56,130321,11.42,100
us_3dep,N39QW113L,COP,canyon_range_point,DTM,FLAT,100.00,-63.73,17.32,-1.01,2.28,4.47,-0.14,4.59,2.02,0.50,1.01,50278,4.82,38.58
us_3dep,N39QW113L,COP,canyon_range_point,DTM,STEEP,100.00,-109.53,156.32,1.55,5.80,8.25,1.25,8.39,5.91,0.92,1.55,80043,13.59,61.42
us_3dep,N39RW113G,COP,canyon_range_point,DTM,ALL,100.00,-109.53,156.32,-0.05,0.93,1.79,-0.07,1.79,0.93,0.58,0.05,130321,1.89,100
us_3dep,N39RW113G,COP,canyon_range_point,DTM,FLAT,100.00,-63.73,17.32,-0.09,0.88,1.52,-0.07,1.52,0.88,0.58,0.09,129665,1.86,99.5
us_3dep,N39RW113G,COP,canyon_range_point,DTM,STEEP,100.00,-109.53,156.32,6.82,9.16,11.60,6.93,13.44,10.74,0.00,6.82,656,22.1,0.5
us_3dep,N39RW113H,COP,canyon_range_point,DTM,ALL,100.00,-109.53,156.32,0.24,2.71,4.60,0.07,4.60,2.70,1.22,0.24,130321,7.35,100
us_3dep,N39RW113H,COP,canyon_range_point,DTM,FLAT,100.00,-63.73,17.32,-0.43,1.73,3.15,-0.07,3.18,1.69,0.75,0.43,93837,3.86,72
us_3dep,N39RW113H,COP,canyon_range_point,DTM,STEEP,100.00,-109.53,156.32,1.98,5.05,6.77,1.87,7.05,5.31,0.26,1.98,36484,11.54,28
us_3dep,N39RW113J,COP,canyon_range_point,DTM,ALL,100.00,-118.88,164.67,1.36,6.39,9.89,0.79,9.98,6.42,3.95,1.36,130321,15.14,100
us_3dep,N39RW113J,COP,canyon_range_point,DTM,FLAT,100.00,-79.25,17.32,-2.54,4.73,7.46,-0.57,7.88,4.31,0.28,2.54,12086,10.94,9.27
us_3dep,N39RW113J,COP,canyon_range_point,DTM,STEEP,100.00,-118.88,164.67,1.76,6.57,10.02,1.11,10.17,6.63,3.44,1.76,118235,15.41,90.73
us_3dep,N39RW113K,COP,canyon_range_point,DTM,ALL,100.00,-118.88,164.67,0.41,3.16,6.49,0.04,6.50,3.12,1.05,0.41,130321,8.4,100
us_3dep,N39RW113K,COP,canyon_range_point,DTM,FLAT,100.00,-79.25,17.32,-0.19,1.15,2.35,-0.04,2.36,1.14,0.58,0.19,85033,2.34,65.25
us_3dep,N39RW113K,COP,canyon_range_point,DTM,STEEP,100.00,-118.88,164.67,1.55,6.79,10.44,0.99,10.55,6.83,0.29,1.55,45288,15.84,34.75
us_3dep,N39RW113L,COP,canyon_range_point,DTM,ALL,100.00,-118.88,164.67,0.31,2.64,4.39,0.01,4.40,2.62,1.27,0.31,130321,6.88,100
us_3dep,N39RW113L,COP,canyon_range_point,DTM,FLAT,100.00,-79.25,17.66,-0.18,1.81,3.12,0.00,3.12,1.79,0.77,0.18,98148,4.63,75.31
us_3dep,N39RW113L,COP,canyon_range_point,DTM,STEEP,100.00,-118.88,164.67,1.82,4.92,6.74,1.80,6.98,5.16,0.13,1.82,32173,11.14,24.69
us_3dep,N39PW113H,SRTM,canyon_range_point,DTM,ALL,88.75,-39.31,21.21,-1.56,1.57,2.10,-1.47,2.61,2.07,1.67,1.56,115293,4.23,100
us_3dep,N39PW113H,SRTM,canyon_range_point,DTM,FLAT,88.75,-34.17,13.44,-1.58,1.56,2.06,-1.47,2.60,2.06,1.66,1.58,114967,4.21,99.72
us_3dep,N39PW113H,SRTM,canyon_range_point,DTM,STEEP,88.75,-39.31,21.21,3.87,3.78,4.79,3.71,6.15,4.96,0.01,3.87,326,9.92,0.28
us_3dep,N39PW113J,SRTM,canyon_range_point,DTM,ALL,87.65,-39.31,33.35,0.38,2.84,3.87,-0.14,3.89,2.80,2.03,0.38,113856,6.25,100
us_3dep,N39PW113J,SRTM,canyon_range_point,DTM,FLAT,87.65,-34.17,17.80,-0.33,2.30,3.07,-0.46,3.09,2.33,1.72,0.33,99755,5,87.62
us_3dep,N39PW113J,SRTM,canyon_range_point,DTM,STEEP,87.65,-39.31,33.35,5.44,3.97,5.02,5.41,7.40,6.12,0.21,5.44,14101,11.85,12.38
us_3dep,N39PW113K,SRTM,canyon_range_point,DTM,ALL,86.61,-152.00,117.63,2.66,6.18,8.82,1.70,9.21,6.32,4.25,2.66,112501,14.48,100
us_3dep,N39PW113K,SRTM,canyon_range_point,DTM,FLAT,86.61,-46.81,17.80,-0.14,3.08,4.12,-0.01,4.12,3.08,1.26,0.14,38549,6.49,34.27
us_3dep,N39PW113K,SRTM,canyon_range_point,DTM,STEEP,86.61,-152.00,117.63,4.12,7.37,10.16,3.61,10.96,8.01,2.52,4.12,73952,17.37,65.73
us_3dep,N39PW113L,SRTM,canyon_range_point,DTM,ALL,85.68,-152.00,144.52,2.19,5.84,8.55,0.85,8.83,5.77,3.61,2.19,111283,13.41,100
us_3dep,N39PW113L,SRTM,canyon_range_point,DTM,FLAT,85.68,-46.81,17.80,-0.81,2.91,3.99,-0.60,4.07,2.95,1.47,0.81,52094,6.27,46.81
us_3dep,N39PW113L,SRTM,canyon_range_point,DTM,STEEP,85.68,-152.00,144.52,4.83,7.48,10.42,4.01,11.48,8.25,1.70,4.83,59189,17.79,53.19
us_3dep,N39QW113G,SRTM,canyon_range_point,DTM,ALL,85.46,-152.00,144.52,-1.72,1.52,2.07,-1.61,2.69,2.12,1.75,1.72,111093,4.15,100
us_3dep,N39QW113G,SRTM,canyon_range_point,DTM,FLAT,85.46,-46.81,17.80,-1.72,1.52,2.07,-1.61,2.69,2.12,1.75,1.72,111093,4.15,100
us_3dep,N39QW113H,SRTM,canyon_range_point,DTM,ALL,100.00,-152.00,144.52,0.29,2.83,4.16,-0.31,4.17,2.79,1.87,0.29,130321,6.2,100
us_3dep,N39QW113H,SRTM,canyon_range_point,DTM,FLAT,100.00,-46.81,17.80,-0.54,2.10,2.86,-0.58,2.91,2.16,1.59,0.54,114496,4.61,87.86
us_3dep,N39QW113H,SRTM,canyon_range_point,DTM,STEEP,100.00,-152.00,144.52,6.31,5.12,6.50,6.02,9.06,7.33,0.19,6.31,15825,14.82,12.14
us_3dep,N39QW113J,SRTM,canyon_range_point,DTM,ALL,100.00,-152.00,144.52,3.15,6.49,9.23,2.05,9.76,6.70,4.42,3.15,130321,15.55,100
us_3dep,N39QW113J,SRTM,canyon_range_point,DTM,FLAT,100.00,-71.80,17.80,0.02,3.16,4.38,0.18,4.38,3.16,1.47,0.02,51678,6.68,39.65
us_3dep,N39QW113J,SRTM,canyon_range_point,DTM,STEEP,100.00,-152.00,144.52,5.21,7.92,10.86,4.90,12.05,9.02,2.33,5.21,78643,19.1,60.35
us_3dep,N39QW113K,SRTM,canyon_range_point,DTM,ALL,100.00,-152.00,153.58,0.30,4.68,7.58,-0.92,7.59,4.63,2.87,0.30,130321,10.48,100
us_3dep,N39QW113K,SRTM,canyon_range_point,DTM,FLAT,100.00,-71.80,17.80,-1.47,2.33,3.26,-1.54,3.58,2.70,1.77,1.47,84632,5.49,64.94
us_3dep,N39QW113K,SRTM,canyon_range_point,DTM,STEEP,100.00,-152.00,153.58,3.57,7.70,11.31,3.12,11.86,8.18,0.98,3.57,45689,17.27,35.06
us_3dep,N39QW113L,SRTM,canyon_range_point,DTM,ALL,100.00,-152.00,153.58,2.66,6.33,8.53,1.15,8.93,6.28,4.17,2.66,130321,14.76,100
us_3dep,N39QW113L,SRTM,canyon_range_point,DTM,FLAT,100.00,-71.80,17.80,-1.32,2.95,4.20,-1.01,4.40,3.06,1.35,1.32,50278,6.45,38.58
us_3dep,N39QW113L,SRTM,canyon_range_point,DTM,STEEP,100.00,-152.00,153.58,5.15,7.32,9.55,4.63,10.85,8.31,2.24,5.15,80043,17.62,61.42
us_3dep,N39RW113G,SRTM,canyon_range_point,DTM,ALL,100.00,-152.00,153.58,-1.45,1.79,2.75,-1.42,3.11,2.20,1.72,1.45,130321,4.42,100
us_3dep,N39RW113G,SRTM,canyon_range_point,DTM,FLAT,100.00,-120.47,17.80,-1.51,1.73,2.52,-1.43,2.94,2.15,1.71,1.51,129665,4.36,99.5
us_3dep,N39RW113G,SRTM,canyon_range_point,DTM,STEEP,100.00,-152.00,153.58,10.84,7.25,9.66,10.84,14.51,12.04,0.00,10.84,656,22.32,0.5
us_3dep,N39RW113H,SRTM,canyon_range_point,DTM,ALL,100.00,-152.00,153.58,1.13,4.00,5.68,0.07,5.79,3.87,2.41,1.13,130321,9.49,100
us_3dep,N39RW113H,SRTM,canyon_range_point,DTM,FLAT,100.00,-120.47,17.80,-0.68,2.35,3.24,-0.64,3.31,2.41,1.60,0.68,93837,5.15,72
us_3dep,N39RW113H,SRTM,canyon_range_point,DTM,STEEP,100.00,-152.00,153.58,5.78,5.89,7.62,5.65,9.56,7.61,0.57,5.78,36484,15.49,28
us_3dep,N39RW113J,SRTM,canyon_range_point,DTM,ALL,100.00,-319.59,207.22,4.38,9.41,13.47,3.51,14.16,9.88,7.22,4.38,130321,21.34,100
us_3dep,N39RW113J,SRTM,canyon_range_point,DTM,FLAT,100.00,-279.97,17.80,-2.00,4.62,7.37,-1.08,7.63,4.65,0.58,2.00,12086,10.03,9.27
us_3dep,N39RW113J,SRTM,canyon_range_point,DTM,STEEP,100.00,-319.59,207.22,5.03,9.68,13.78,4.42,14.67,10.42,6.38,5.03,118235,22.04,90.73
us_3dep,N39RW113K,SRTM,canyon_range_point,DTM,ALL,100.00,-319.59,242.55,0.96,5.38,9.41,-0.07,9.46,5.28,2.95,0.96,130321,12.43,100
us_3dep,N39RW113K,SRTM,canyon_range_point,DTM,FLAT,100.00,-279.97,17.80,-0.76,2.61,3.49,-0.67,3.57,2.67,1.76,0.76,85033,5.59,65.25
us_3dep,N39RW113K,SRTM,canyon_range_point,DTM,STEEP,100.00,-319.59,242.55,4.20,9.66,14.69,3.59,15.28,10.19,0.89,4.20,45288,21.83,34.75
us_3dep,N39RW113L,SRTM,canyon_range_point,DTM,ALL,100.00,-319.59,242.55,0.90,3.96,5.63,-0.00,5.70,3.86,2.61,0.90,130321,9,100
us_3dep,N39RW113L,SRTM,canyon_range_point,DTM,FLAT,100.00,-279.97,17.80,-0.36,2.75,3.80,-0.14,3.82,2.74,1.78,0.36,98148,6.13,75.31
us_3dep,N39RW113L,SRTM,canyon_range_point,DTM,STEEP,100.00,-319.59,242.55,4.74,6.17,8.06,4.54,9.34,7.28,0.36,4.74,32173,14.99,24.69
us_3dep,N39PW113H,ALOS,canyon_range_area,DTM,ALL,88.75,-53.41,10.35,-1.15,1.37,1.94,-1.01,2.25,1.65,1.25,1.15,115844,3.42,100
us_3dep,N39PW113H,ALOS,canyon_range_area,DTM,FLAT,88.75,-53.41,10.35,-1.15,1.37,1.94,-1.01,2.25,1.65,1.25,1.15,115505,3.42,99.71
us_3dep,N39PW113H,ALOS,canyon_range_area,DTM,STEEP,88.75,-47.69,8.89,0.51,1.71,2.15,0.43,2.20,1.75,0.00,0.51,339,3.56,0.29
us_3dep,N39PW113J,ALOS,canyon_range_area,DTM,ALL,87.65,-53.41,17.34,-0.25,1.58,2.14,-0.23,2.15,1.59,1.21,0.25,114393,3.39,100
us_3dep,N39PW113J,ALOS,canyon_range_area,DTM,FLAT,87.65,-53.41,14.29,-0.39,1.51,2.05,-0.32,2.08,1.53,1.03,0.39,100080,3.26,87.49
us_3dep,N39PW113J,ALOS,canyon_range_area,DTM,STEEP,87.65,-47.69,17.34,0.77,1.89,2.47,0.63,2.59,1.96,0.13,0.77,14313,4.15,12.51
us_3dep,N39PW113K,ALOS,canyon_range_area,DTM,ALL,86.61,-60.15,78.56,0.36,2.67,4.22,0.14,4.24,2.66,1.65,0.36,113064,6.07,100
us_3dep,N39PW113K,ALOS,canyon_range_area,DTM,FLAT,86.61,-53.41,14.29,-0.15,1.45,2.12,-0.06,2.12,1.45,0.50,0.15,38955,2.92,34.45
us_3dep,N39PW113K,ALOS,canyon_range_area,DTM,STEEP,86.61,-60.15,78.56,0.63,3.29,4.96,0.36,5.00,3.30,1.00,0.63,74109,7.49,65.55
us_3dep,N39PW113L,ALOS,canyon_range_area,DTM,ALL,85.68,-79.34,114.74,0.12,2.55,4.08,-0.01,4.09,2.55,1.65,0.12,111821,5.55,100
us_3dep,N39PW113L,ALOS,canyon_range_area,DTM,FLAT,85.68,-53.41,15.09,-0.39,1.65,2.37,-0.25,2.40,1.66,0.70,0.39,52195,3.47,46.68
us_3dep,N39PW113L,ALOS,canyon_range_area,DTM,STEEP,85.68,-79.34,114.74,0.57,3.32,5.09,0.38,5.12,3.33,0.81,0.57,59626,7.21,53.32
us_3dep,N39QW113G,ALOS,canyon_range_area,DTM,ALL,85.46,-79.34,114.74,-0.67,1.14,1.45,-0.80,1.60,1.28,1.09,0.67,111194,2.39,100
us_3dep,N39QW113G,ALOS,canyon_range_area,DTM,FLAT,85.46,-53.41,15.09,-0.67,1.14,1.45,-0.80,1.60,1.28,1.09,0.67,111194,2.39,100
us_3dep,N39QW113H,ALOS,canyon_range_area,DTM,ALL,100.00,-79.34,114.74,-0.32,1.65,2.30,-0.33,2.32,1.67,1.24,0.32,130321,3.59,100
us_3dep,N39QW113H,ALOS,canyon_range_area,DTM,FLAT,100.00,-53.41,15.58,-0.50,1.48,2.00,-0.41,2.06,1.52,1.06,0.50,114413,3.23,87.79
us_3dep,N39QW113H,ALOS,canyon_range_area,DTM,STEEP,100.00,-79.34,114.74,0.97,2.67,3.53,0.79,3.66,2.75,0.13,0.97,15908,5.99,12.21
us_3dep,N39QW113J,ALOS,canyon_range_area,DTM,ALL,100.00,-79.34,114.74,0.37,2.68,3.91,0.22,3.93,2.68,1.86,0.37,130321,5.91,100
us_3dep,N39QW113J,ALOS,canyon_range_area,DTM,FLAT,100.00,-53.41,15.58,-0.18,1.88,2.64,-0.10,2.65,1.88,0.65,0.18,51387,4.06,39.43
us_3dep,N39QW113J,ALOS,canyon_range_area,DTM,STEEP,100.00,-79.34,114.74,0.73,3.17,4.52,0.55,4.58,3.20,1.03,0.73,78934,7,60.57
us_3dep,N39QW113K,ALOS,canyon_range_area,DTM,ALL,100.00,-95.72,116.58,-0.33,2.01,3.26,-0.49,3.27,2.05,1.47,0.33,130321,4.17,100
us_3dep,N39QW113K,ALOS,canyon_range_area,DTM,FLAT,100.00,-53.41,15.58,-0.71,1.48,2.00,-0.78,2.13,1.60,0.93,0.71,84602,3.28,64.92
us_3dep,N39QW113K,ALOS,canyon_range_area,DTM,STEEP,100.00,-95.72,116.58,0.37,2.87,4.70,0.30,4.71,2.89,0.50,0.37,45719,6.01,35.08
us_3dep,N39QW113L,ALOS,canyon_range_area,DTM,ALL,100.00,-95.72,116.58,0.04,2.50,3.59,-0.10,3.59,2.50,1.72,0.04,130321,5.56,100
us_3dep,N39QW113L,ALOS,canyon_range_area,DTM,FLAT,100.00,-53.41,15.91,-0.49,1.63,2.35,-0.36,2.40,1.65,0.61,0.49,50449,3.4,38.71
us_3dep,N39QW113L,ALOS,canyon_range_area,DTM,STEEP,100.00,-95.72,116.58,0.37,3.03,4.15,0.20,4.17,3.03,0.98,0.37,79872,6.53,61.29
us_3dep,N39RW113G,ALOS,canyon_range_area,DTM,ALL,100.00,-95.72,116.58,-0.48,1.17,1.71,-0.55,1.78,1.24,1.01,0.48,130321,2.31,100
