AREA,DEMIX_TILE,DEM,REF_DEM,REF_TYPE,REF_SLOPE,GRID_FULL,ELD_MIN,ELD_Max,ELD_Mean,ELD_AVG,ELD_STD,ELD_MEDIAN,ELD_RMSE,ELD_MAE,ELD_AB_MD,ELD_AB_MN,ELD_N,ELD_LE90,SLOPE_PC
brazil,S24TW047D,ASTER,md_MDT_sampa_ll_elev_1m_S24TW047D_1sec_point,DTM,STEEP,99.15,-21.42,40.59,6.50,6.32,8.00,5.95,10.30,8.10,0.24,6.50,6074,16.98,4.7
brazil,S24TW047D,ASTER,md_MDS_sampa_ll_elev_1m_S24TW047D_1sec_point,DSM,ALL,99.15,-130.73,795.36,0.12,7.74,39.09,-1.39,39.09,7.72,4.28,0.12,129227,12.24,100
brazil,S24TW047D,ASTER,md_MDS_sampa_ll_elev_1m_S24TW047D_1sec_point,DSM,FLAT,99.15,-80.42,60.57,-1.26,4.77,6.46,-1.17,6.58,4.87,2.80,1.26,88751,10,68.68
brazil,S24TW047D,ASTER,md_MDS_sampa_ll_elev_1m_S24TW047D_1sec_point,DSM,STEEP,99.15,-130.73,58.00,-3.15,7.80,11.02,-2.27,11.46,8.01,1.18,3.15,38332,17.15,29.66
brazil,S24TW047D,FABDEM,md_MDT_sampa_ll_elev_1m_S24TW047D_1sec_point,DTM,ALL,99.15,-23.96,787.74,1.84,3.54,29.54,0.82,29.60,3.46,1.58,1.84,129208,5.27,100
brazil,S24TW047D,FABDEM,md_MDT_sampa_ll_elev_1m_S24TW047D_1sec_point,DTM,FLAT,99.15,-23.96,30.13,0.75,2.05,3.06,0.85,3.14,2.21,1.45,0.75,121018,4.98,93.66
brazil,S24TW047D,FABDEM,md_MDT_sampa_ll_elev_1m_S24TW047D_1sec_point,DTM,STEEP,99.15,-23.12,27.61,-0.23,4.30,5.71,-0.37,5.71,4.31,0.07,0.23,6074,9.22,4.7
brazil,S24TW047D,FABDEM,md_MDS_sampa_ll_elev_1m_S24TW047D_1sec_point,DSM,ALL,99.15,-139.75,787.74,-4.98,6.67,38.92,-5.10,39.23,9.04,5.20,4.98,129227,15.41,100
brazil,S24TW047D,FABDEM,md_MDS_sampa_ll_elev_1m_S24TW047D_1sec_point,DSM,FLAT,99.15,-88.92,20.14,-5.43,3.71,5.37,-4.36,7.64,5.63,3.57,5.43,88751,11.48,68.68
brazil,S24TW047D,FABDEM,md_MDS_sampa_ll_elev_1m_S24TW047D_1sec_point,DSM,STEEP,99.15,-139.75,23.06,-10.39,7.07,9.98,-8.07,14.40,10.68,1.56,10.39,38332,22.42,29.66
brazil,S24TW047F,COP,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,ALL,98.59,-11.02,27.82,2.65,2.09,2.76,2.42,3.82,3.00,2.52,2.65,128481,6.02,100
brazil,S24TW047F,COP,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,FLAT,98.59,-11.02,27.82,2.60,1.99,2.62,2.39,3.69,2.91,2.34,2.60,120048,5.82,93.44
brazil,S24TW047F,COP,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,STEEP,98.59,-9.20,25.03,3.51,3.78,4.66,3.48,5.83,4.69,0.11,3.51,6233,9.31,4.85
brazil,S24TW047F,COP,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,ALL,98.59,-92.24,24.03,-2.17,2.68,4.08,-1.84,4.62,3.13,2.37,2.17,128481,6.19,100
brazil,S24TW047F,COP,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,FLAT,98.59,-92.24,24.03,-1.97,2.30,3.31,-1.77,3.85,2.76,1.91,1.97,106745,5.51,83.08
brazil,S24TW047F,COP,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,STEEP,98.59,-68.87,22.46,-3.34,4.72,6.84,-2.49,7.61,5.16,0.32,3.34,19536,10.87,15.21
brazil,S24TW047F,SRTM,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,ALL,98.59,-20.56,36.98,5.27,2.40,3.19,5.08,6.16,5.37,5.09,5.27,128481,9.1,100
brazil,S24TW047F,SRTM,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,FLAT,98.59,-20.56,36.98,5.25,2.34,3.11,5.07,6.10,5.33,4.87,5.25,120048,8.96,93.44
brazil,S24TW047F,SRTM,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,STEEP,98.59,-8.47,24.92,5.81,3.50,4.42,5.81,7.30,6.17,0.49,5.81,6233,11.35,4.85
brazil,S24TW047F,SRTM,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,ALL,98.59,-91.26,27.27,0.46,3.03,4.42,0.66,4.44,3.08,2.32,0.46,128481,6.29,100
brazil,S24TW047F,SRTM,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,FLAT,98.59,-91.26,26.59,0.62,2.72,3.80,0.70,3.85,2.79,1.87,0.62,106745,5.74,83.08
brazil,S24TW047F,SRTM,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,STEEP,98.59,-67.77,27.27,-0.48,4.72,6.83,0.33,6.84,4.67,0.32,0.48,19536,9.8,15.21
brazil,S24TW047F,ALOS,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_area,DTM,ALL,98.59,-20.84,80.14,3.73,1.64,2.86,3.43,4.70,3.78,3.43,3.73,127424,5.97,100
brazil,S24TW047F,ALOS,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_area,DTM,FLAT,98.59,-20.84,80.14,3.71,1.63,2.88,3.41,4.70,3.76,3.32,3.71,120032,5.92,94.2
brazil,S24TW047F,ALOS,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_area,DTM,STEEP,98.59,-10.15,30.64,4.05,1.69,2.58,3.88,4.80,4.13,0.40,4.05,6212,6.52,4.88
brazil,S24TW047F,ALOS,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_area,DSM,ALL,98.59,-72.65,68.26,-1.09,1.80,3.47,-0.78,3.64,1.94,1.20,1.09,127425,3.77,100
brazil,S24TW047F,ALOS,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_area,DSM,FLAT,98.59,-72.65,64.06,-0.95,1.49,2.59,-0.76,2.76,1.64,0.98,0.95,106730,3.22,83.76
brazil,S24TW047F,ALOS,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_area,DSM,STEEP,98.59,-70.31,68.26,-1.89,3.55,6.36,-0.95,6.64,3.56,0.17,1.89,19523,8.72,15.32
brazil,S24TW047F,NASA,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,ALL,98.59,-11.45,34.98,2.63,2.31,3.06,2.44,4.04,3.16,2.64,2.63,128481,6.34,100
brazil,S24TW047F,NASA,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,FLAT,98.59,-11.45,34.98,2.60,2.25,2.99,2.42,3.96,3.10,2.45,2.60,120048,6.22,93.44
brazil,S24TW047F,NASA,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,STEEP,98.59,-10.81,21.92,3.20,3.30,4.15,3.16,5.24,4.20,0.13,3.20,6233,8.4,4.85
brazil,S24TW047F,NASA,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,ALL,98.59,-92.26,25.27,-2.18,2.96,4.33,-1.99,4.85,3.42,2.66,2.18,128481,6.77,100
brazil,S24TW047F,NASA,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,FLAT,98.59,-92.26,23.47,-2.02,2.66,3.72,-1.95,4.23,3.13,2.17,2.02,106745,6.25,83.08
brazil,S24TW047F,NASA,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,STEEP,98.59,-70.77,25.27,-3.11,4.60,6.72,-2.31,7.40,4.99,0.38,3.11,19536,10.62,15.21
brazil,S24TW047F,ASTER,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,ALL,98.59,-31.02,50.64,5.73,4.56,5.90,5.42,8.23,6.61,5.69,5.73,128481,13.23,100
brazil,S24TW047F,ASTER,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,FLAT,98.59,-31.02,50.64,5.72,4.49,5.82,5.41,8.16,6.56,5.29,5.72,120048,13.09,93.44
brazil,S24TW047F,ASTER,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,STEEP,98.59,-23.16,35.25,6.30,5.81,7.31,6.16,9.65,7.79,0.27,6.30,6233,15.75,4.85
brazil,S24TW047F,ASTER,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,ALL,98.59,-87.26,46.38,0.92,4.79,6.40,0.88,6.46,4.84,3.81,0.92,128481,10.17,100
brazil,S24TW047F,ASTER,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,FLAT,98.59,-87.26,41.56,0.99,4.51,5.91,0.88,5.99,4.56,3.07,0.99,106745,9.57,83.08
brazil,S24TW047F,ASTER,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,STEEP,98.59,-76.77,46.38,0.57,6.34,8.55,0.97,8.57,6.39,0.53,0.57,19536,13.27,15.21
brazil,S24TW047F,FABDEM,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,ALL,98.59,-20.82,22.54,-1.36,2.57,3.37,-0.71,3.64,2.59,1.71,1.36,128481,6.32,100
brazil,S24TW047F,FABDEM,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,FLAT,98.59,-20.53,22.54,-1.34,2.51,3.29,-0.68,3.56,2.53,1.54,1.34,120048,6.2,93.44
brazil,S24TW047F,FABDEM,md_MDT_sampa_ll_elev_1m_S24TW047F_1sec_point,DTM,STEEP,98.59,-20.82,20.08,-1.81,3.49,4.48,-1.87,4.83,3.82,0.07,1.81,6233,7.8,4.85
brazil,S24TW047F,FABDEM,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,ALL,98.59,-97.41,22.18,-6.17,3.49,4.82,-5.45,7.83,6.32,5.47,6.17,128481,11.84,100
brazil,S24TW047F,FABDEM,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,FLAT,98.59,-97.41,22.18,-5.88,3.21,4.27,-5.26,7.27,5.99,4.67,5.88,106745,11.3,83.08
brazil,S24TW047F,FABDEM,md_MDS_sampa_ll_elev_1m_S24TW047F_1sec_point,DSM,STEEP,98.59,-73.12,19.61,-7.88,4.75,6.84,-6.80,10.44,8.16,1.18,7.88,19536,15.35,15.21
brazil,S24TW047G,COP,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,ALL,99.45,-28.23,116.12,2.53,3.19,4.97,1.72,5.58,3.51,2.31,2.53,129599,7.47,100
brazil,S24TW047G,COP,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,FLAT,99.45,-28.23,89.44,1.98,2.41,3.46,1.56,3.98,2.76,1.78,1.98,105556,5.79,81.45
brazil,S24TW047G,COP,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,STEEP,99.45,-23.91,116.12,5.26,6.47,8.87,3.96,10.31,7.23,0.33,5.26,21884,16.64,16.89
brazil,S24TW047G,COP,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,ALL,99.45,-55.99,114.98,-2.31,3.13,4.87,-2.16,5.39,3.69,2.80,2.31,129598,7.44,100
brazil,S24TW047G,COP,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,FLAT,99.45,-45.00,89.11,-2.20,2.38,3.34,-2.09,4.00,2.99,2.04,2.20,96902,5.94,74.77
brazil,S24TW047G,COP,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,STEEP,99.45,-55.99,114.98,-2.64,5.52,8.02,-2.67,8.44,5.95,0.62,2.64,30529,11.91,23.56
brazil,S24TW047G,SRTM,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,ALL,99.45,-74.50,112.12,4.96,3.36,5.25,4.34,7.22,5.38,4.42,4.96,129599,10.05,100
brazil,S24TW047G,SRTM,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,FLAT,99.45,-74.50,78.22,4.47,2.76,4.24,4.17,6.17,4.81,3.70,4.47,105556,8.64,81.45
brazil,S24TW047G,SRTM,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,STEEP,99.45,-51.42,112.12,7.38,5.97,8.27,6.14,11.08,8.20,0.92,7.38,21884,17.76,16.89
brazil,S24TW047G,SRTM,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,ALL,99.45,-74.68,110.97,0.12,3.35,5.06,0.22,5.06,3.36,2.46,0.12,129598,6.97,100
brazil,S24TW047G,SRTM,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,FLAT,99.45,-74.68,77.89,0.20,2.85,4.13,0.28,4.14,2.86,1.75,0.20,96902,5.83,74.77
brazil,S24TW047G,SRTM,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,STEEP,99.45,-65.45,110.97,-0.13,4.98,7.30,-0.10,7.30,4.98,0.53,0.13,30529,10.42,23.56
brazil,S24TW047G,ALOS,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_area,DTM,ALL,99.45,-886.30,-4.01,-784.38,19.72,24.84,-783.10,784.77,784.38,783.10,784.38,128522,816.63,100
brazil,S24TW047G,ALOS,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_area,DTM,FLAT,99.45,-886.30,-3.39,-781.66,18.94,23.84,-780.44,782.03,781.66,777.35,781.66,105495,812.16,82.08
brazil,S24TW047G,ALOS,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_area,DTM,STEEP,99.45,-884.50,-7.02,-797.82,19.94,25.09,-796.45,798.21,797.82,751.37,797.82,21954,831.35,17.08
brazil,S24TW047G,ALOS,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_area,DSM,ALL,99.45,-891.02,-5.29,-789.22,20.63,26.03,-787.31,789.64,789.22,787.31,789.22,128521,823.47,100
brazil,S24TW047G,ALOS,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_area,DSM,FLAT,99.45,-890.27,-4.48,-785.93,19.60,24.78,-784.34,786.32,785.93,779.46,785.93,97061,818.08,75.52
brazil,S24TW047G,ALOS,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_area,DSM,STEEP,99.45,-891.02,-7.93,-800.06,21.55,26.94,-798.39,800.52,800.06,759.21,800.06,30379,836.58,23.64
brazil,S24TW047G,NASA,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,ALL,99.45,-76.77,109.12,2.52,3.26,5.15,1.92,5.74,3.68,2.54,2.52,129599,7.58,100
brazil,S24TW047G,NASA,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,FLAT,99.45,-76.77,77.22,2.05,2.68,4.14,1.75,4.62,3.09,1.99,2.05,105556,6.18,81.45
brazil,S24TW047G,NASA,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,STEEP,99.45,-54.23,109.12,4.87,5.84,8.17,3.59,9.51,6.59,0.39,4.87,21884,15.22,16.89
brazil,S24TW047G,NASA,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,ALL,99.45,-76.95,107.97,-2.31,3.29,5.00,-2.20,5.51,3.82,2.96,2.31,129598,7.74,100
brazil,S24TW047G,NASA,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,FLAT,99.45,-76.95,76.89,-2.21,2.80,4.07,-2.13,4.63,3.34,2.14,2.21,96902,6.69,74.77
brazil,S24TW047G,NASA,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,STEEP,99.45,-66.45,107.97,-2.62,4.88,7.24,-2.57,7.70,5.37,0.65,2.62,30529,11.02,23.56
brazil,S24TW047G,ASTER,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,ALL,99.45,-49.53,113.12,3.41,4.70,6.57,3.00,7.40,5.37,4.16,3.41,129599,11.06,100
brazil,S24TW047G,ASTER,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,FLAT,99.45,-49.53,88.63,3.10,4.23,5.71,2.89,6.50,4.90,3.28,3.10,105556,10.07,81.45
brazil,S24TW047G,ASTER,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,STEEP,99.45,-36.57,113.12,4.88,7.02,9.65,3.73,10.81,7.68,0.66,4.88,21884,16.78,16.89
brazil,S24TW047G,ASTER,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,ALL,99.45,-74.86,111.97,-1.42,4.83,6.77,-1.31,6.92,4.95,3.76,1.42,129598,10.38,100
brazil,S24TW047G,ASTER,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,FLAT,99.45,-55.83,88.39,-1.09,4.26,5.70,-1.07,5.81,4.35,2.70,1.09,96902,9.04,74.77
brazil,S24TW047G,ASTER,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,STEEP,99.45,-74.86,111.97,-2.56,6.58,9.35,-2.46,9.70,6.91,0.81,2.56,30529,14.61,23.56
brazil,S24TW047G,FABDEM,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,ALL,99.45,-28.35,116.25,-2.16,3.74,5.36,-2.01,5.78,4.15,3.12,2.16,129599,9.2,100
brazil,S24TW047G,FABDEM,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,FLAT,99.45,-28.35,88.86,-2.57,3.35,4.40,-2.06,5.10,3.80,2.33,2.57,105556,8.68,81.45
brazil,S24TW047G,FABDEM,md_MDT_sampa_ll_elev_1m_S24TW047G_1sec_point,DTM,STEEP,99.45,-24.08,116.25,-0.10,5.87,8.34,-1.54,8.34,5.89,0.41,0.10,21884,11.88,16.89
brazil,S24TW047G,FABDEM,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,ALL,99.45,-54.17,115.11,-7.00,4.16,5.76,-6.45,9.06,7.37,6.53,7.00,129598,13.8,100
brazil,S24TW047G,FABDEM,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,FLAT,99.45,-47.87,88.53,-6.79,3.75,4.81,-6.20,8.32,6.94,5.01,6.79,96902,13.12,74.77
brazil,S24TW047G,FABDEM,md_MDS_sampa_ll_elev_1m_S24TW047G_1sec_point,DSM,STEEP,99.45,-54.17,115.11,-7.65,5.41,8.07,-7.35,11.12,8.75,1.93,7.65,30529,16.48,23.56
us_3dep,N38VW124H,COP,california_coast_point,DTM,ALL,93.85,-35.41,72.00,17.88,10.17,12.70,17.35,21.93,18.25,17.36,17.88,122305,34.98,100
us_3dep,N38VW124H,COP,california_coast_point,DTM,FLAT,93.85,-11.46,67.67,12.68,9.08,10.97,12.83,16.77,13.09,4.13,12.68,35895,26.61,29.35
us_3dep,N38VW124H,COP,california_coast_point,DTM,STEEP,93.85,-35.41,72.00,20.12,10.16,12.71,19.46,23.80,20.46,12.61,20.12,86102,37.11,70.4
us_3dep,N38VW124J,COP,california_coast_point,DTM,ALL,100.00,-35.41,81.32,10.73,9.32,11.65,9.34,15.83,12.28,9.76,10.73,130320,26.56,100
us_3dep,N38VW124J,COP,california_coast_point,DTM,FLAT,100.00,-15.27,81.32,6.12,7.41,9.83,3.17,11.58,7.64,0.93,6.12,14946,19.3,11.47
us_3dep,N38VW124J,COP,california_coast_point,DTM,STEEP,100.00,-35.41,75.73,11.32,9.38,11.73,10.17,16.30,12.88,8.36,11.32,115366,27.09,88.53
us_3dep,N38VW124K,COP,california_coast_point,DTM,ALL,85.19,-35.41,81.32,7.32,8.17,10.21,6.96,12.56,9.95,8.33,7.32,111023,20.54,100
us_3dep,N38VW124K,COP,california_coast_point,DTM,FLAT,85.19,-15.40,81.32,4.89,6.15,7.93,3.18,9.32,6.64,0.55,4.89,8235,15.82,7.42
us_3dep,N38VW124K,COP,california_coast_point,DTM,STEEP,85.19,-35.41,75.73,7.53,8.28,10.34,7.34,12.79,10.21,7.57,7.53,102222,20.82,92.07
us_3dep,N38XW124H,COP,california_coast_point,DTM,ALL,100.00,-48.06,81.32,14.70,9.21,11.25,14.17,18.51,15.36,14.20,14.70,130320,29.7,100
us_3dep,N38XW124H,COP,california_coast_point,DTM,FLAT,100.00,-24.77,81.32,11.50,6.79,8.41,11.05,14.25,11.71,2.07,11.50,22276,22.38,17.09
us_3dep,N38XW124H,COP,california_coast_point,DTM,STEEP,100.00,-48.06,75.73,15.36,9.59,11.64,15.14,19.27,16.11,11.56,15.36,108036,30.58,82.9
us_3dep,N38XW124J,COP,california_coast_point,DTM,ALL,100.00,-48.06,81.32,10.51,8.68,10.70,9.55,15.00,11.98,9.94,10.51,130321,25.21,100
us_3dep,N38XW124J,COP,california_coast_point,DTM,FLAT,100.00,-24.77,81.32,6.93,6.56,8.15,5.44,10.70,8.05,0.60,6.93,9045,18.37,6.94
us_3dep,N38XW124J,COP,california_coast_point,DTM,STEEP,100.00,-48.06,75.73,10.78,8.78,10.82,9.91,15.28,12.28,9.10,10.78,121276,25.58,93.06
us_3dep,N38XW124K,COP,california_coast_point,DTM,ALL,85.04,-48.06,81.32,8.27,7.56,9.58,7.60,12.66,9.99,8.23,8.27,110827,20.85,100
us_3dep,N38XW124K,COP,california_coast_point,DTM,FLAT,85.04,-24.77,81.32,5.18,5.88,7.96,3.32,9.49,6.54,0.78,5.18,10895,15.51,9.83
us_3dep,N38XW124K,COP,california_coast_point,DTM,STEEP,85.04,-48.06,75.73,8.61,7.63,9.69,8.15,12.96,10.38,7.28,8.61,99571,21.19,89.84
us_3dep,N38VW124H,SRTM,california_coast_point,DTM,ALL,93.85,-34.70,66.08,14.70,9.74,12.23,13.76,19.12,15.50,13.83,14.70,122305,31.31,100
us_3dep,N38VW124H,SRTM,california_coast_point,DTM,FLAT,93.85,-18.01,61.16,10.30,8.03,10.15,9.45,14.46,11.10,3.39,10.30,35895,23.54,29.35
us_3dep,N38VW124H,SRTM,california_coast_point,DTM,STEEP,93.85,-34.70,66.08,16.59,9.97,12.53,15.87,20.79,17.39,9.51,16.59,86102,33.33,70.4
us_3dep,N38VW124J,SRTM,california_coast_point,DTM,ALL,100.00,-34.70,73.82,8.00,9.04,11.40,7.02,13.93,10.76,8.58,8.00,130320,23.14,100
us_3dep,N38VW124J,SRTM,california_coast_point,DTM,FLAT,100.00,-27.88,73.82,4.76,7.90,10.34,2.18,11.38,7.86,0.86,4.76,14946,18.9,11.47
us_3dep,N38VW124J,SRTM,california_coast_point,DTM,STEEP,100.00,-34.70,71.50,8.42,9.07,11.47,7.67,14.22,11.13,7.38,8.42,115366,23.53,88.53
us_3dep,N38VW124K,SRTM,california_coast_point,DTM,ALL,85.19,-43.08,73.82,5.31,8.66,10.84,5.04,12.07,9.57,8.02,5.31,111023,19.93,100
us_3dep,N38VW124K,SRTM,california_coast_point,DTM,FLAT,85.19,-30.03,73.82,3.87,7.65,9.73,2.77,10.47,7.94,0.55,3.87,8235,17.61,7.42
us_3dep,N38VW124K,SRTM,california_coast_point,DTM,STEEP,85.19,-43.08,71.50,5.44,8.72,10.90,5.27,12.18,9.70,7.29,5.44,102222,20.06,92.07
us_3dep,N38XW124H,SRTM,california_coast_point,DTM,ALL,100.00,-43.60,73.82,11.12,8.68,10.90,10.67,15.57,12.60,11.05,11.12,130320,25.45,100
us_3dep,N38XW124H,SRTM,california_coast_point,DTM,FLAT,100.00,-32.32,73.82,9.25,6.12,7.93,8.72,12.18,9.78,1.72,9.25,22276,19.3,17.09
us_3dep,N38XW124H,SRTM,california_coast_point,DTM,STEEP,100.00,-43.60,71.50,11.50,9.15,11.38,11.35,16.18,13.18,8.97,11.50,108036,26.26,82.9
us_3dep,N38XW124J,SRTM,california_coast_point,DTM,ALL,100.00,-48.95,73.82,8.43,8.69,10.79,7.97,13.69,10.91,9.16,8.43,130321,22.76,100
us_3dep,N38XW124J,SRTM,california_coast_point,DTM,FLAT,100.00,-32.32,73.82,5.96,7.53,9.39,4.24,11.12,8.29,0.57,5.96,9045,19.24,6.94
us_3dep,N38XW124J,SRTM,california_coast_point,DTM,STEEP,100.00,-48.95,71.50,8.61,8.74,10.87,8.25,13.86,11.11,8.40,8.61,121276,22.96,93.06
us_3dep,N38XW124K,SRTM,california_coast_point,DTM,ALL,85.04,-48.95,73.82,6.66,7.85,9.98,6.05,12.00,9.35,7.59,6.66,110827,19.87,100
us_3dep,N38XW124K,SRTM,california_coast_point,DTM,FLAT,85.04,-32.32,73.82,4.60,6.72,9.00,3.27,10.10,7.20,0.69,4.60,10895,16.11,9.83
us_3dep,N38XW124K,SRTM,california_coast_point,DTM,STEEP,85.04,-48.95,71.50,6.89,7.93,10.06,6.44,12.19,9.59,6.70,6.89,99571,20.13,89.84
us_3dep,N38VW124H,ALOS,california_coast_area,DTM,ALL,93.85,-29.11,64.17,13.60,8.91,11.26,13.18,17.66,14.21,13.18,13.60,122389,28.88,100
us_3dep,N38VW124H,ALOS,california_coast_area,DTM,FLAT,93.85,-17.30,60.80,8.90,8.65,10.24,7.94,13.57,10.09,2.46,8.90,35736,22.5,29.2
us_3dep,N38VW124H,ALOS,california_coast_area,DTM,STEEP,93.85,-29.11,64.17,15.60,8.62,11.06,14.74,19.12,15.96,9.05,15.60,86344,31.18,70.55
us_3dep,N38VW124J,ALOS,california_coast_area,DTM,ALL,100.00,-29.11,72.46,6.53,7.55,9.42,4.36,11.46,8.17,5.20,6.53,130320,18.86,100
us_3dep,N38VW124J,ALOS,california_coast_area,DTM,FLAT,100.00,-17.30,64.65,2.33,5.30,7.68,-0.41,8.03,4.71,0.51,2.33,14911,12.15,11.44
us_3dep,N38VW124J,ALOS,california_coast_area,DTM,STEEP,100.00,-29.11,72.46,7.07,7.62,9.49,5.29,11.84,8.62,4.31,7.07,115401,19.3,88.55
us_3dep,N38VW124K,ALOS,california_coast_area,DTM,ALL,85.19,-29.11,72.46,6.11,6.70,8.26,3.81,10.27,7.30,4.41,6.11,111186,18.71,100
us_3dep,N38VW124K,ALOS,california_coast_area,DTM,FLAT,85.19,-17.30,64.65,3.37,4.67,6.33,1.18,7.17,4.42,0.26,3.37,8279,12.78,7.45
us_3dep,N38VW124K,ALOS,california_coast_area,DTM,STEEP,85.19,-29.11,72.46,6.33,6.79,8.35,4.14,10.48,7.53,3.89,6.33,102530,19.01,92.21
us_3dep,N38XW124H,ALOS,california_coast_area,DTM,ALL,100.00,-29.11,72.46,9.61,6.12,7.58,9.88,12.24,10.17,9.89,9.61,130321,18.73,100
us_3dep,N38XW124H,ALOS,california_coast_area,DTM,FLAT,100.00,-21.34,64.65,6.66,6.51,7.74,5.52,10.21,7.71,1.39,6.66,22289,16.62,17.1
us_3dep,N38XW124H,ALOS,california_coast_area,DTM,STEEP,100.00,-29.11,72.46,10.22,5.89,7.41,10.46,12.62,10.68,8.10,10.22,108032,19.08,82.9
us_3dep,N38XW124J,ALOS,california_coast_area,DTM,ALL,100.00,-29.11,72.46,5.94,6.52,7.77,4.55,9.78,7.37,5.12,5.94,130321,17.08,100
us_3dep,N38XW124J,ALOS,california_coast_area,DTM,FLAT,100.00,-21.34,64.65,2.67,4.91,6.18,0.54,6.73,4.64,0.30,2.67,9037,12.07,6.93
us_3dep,N38XW124J,ALOS,california_coast_area,DTM,STEEP,100.00,-29.11,72.46,6.18,6.57,7.82,4.92,9.97,7.57,4.57,6.18,121284,17.3,93.07
