AREA,DEMIX_TILE,DEM,REF_DEM,REF_TYPE,REF_SLOPE,GRID_FULL,ELD_MIN,ELD_Max,ELD_Mean,ELD_AVG,ELD_STD,ELD_MEDIAN,ELD_RMSE,ELD_MAE,ELD_AB_MD,ELD_AB_MN,ELD_N,ELD_LE90,SLOPE_PC
us_3dep,N39RW113J,ALOS,canyon_range_area,DTM,FLAT,100.00,-13.82,33.06,2.04,1.63,2.47,1.52,3.21,2.19,0.27,2.04,12210,4.62,9.37
us_3dep,N39RW113J,ALOS,canyon_range_area,DTM,STEEP,100.00,-64.37,61.10,3.55,3.86,5.04,2.98,6.17,4.58,2.82,3.55,118111,9.87,90.63
us_3dep,N39RW113K,ALOS,canyon_range_area,DTM,ALL,100.00,-68.38,61.96,1.68,1.83,3.10,1.12,3.52,2.11,1.32,1.68,130321,4.51,100
us_3dep,N39RW113K,ALOS,canyon_range_area,DTM,FLAT,100.00,-27.86,33.06,1.12,0.82,1.05,1.04,1.53,1.24,0.82,1.12,84850,2.47,65.11
us_3dep,N39RW113K,ALOS,canyon_range_area,DTM,STEEP,100.00,-68.38,61.96,2.73,3.55,4.87,1.64,5.58,3.74,0.43,2.73,45471,9.25,34.89
us_3dep,N39RW113L,ALOS,canyon_range_area,DTM,ALL,100.00,-68.38,61.96,1.10,1.37,2.06,0.78,2.33,1.53,1.01,1.10,130320,3.28,100
us_3dep,N39RW113L,ALOS,canyon_range_area,DTM,FLAT,100.00,-27.86,33.06,0.97,1.10,1.88,0.67,2.11,1.25,0.73,0.97,98553,2.26,75.62
us_3dep,N39RW113L,ALOS,canyon_range_area,DTM,STEEP,100.00,-68.38,61.96,1.51,2.02,2.48,1.83,2.90,2.42,0.21,1.51,31759,4.5,24.37
us_3dep,N39PW113H,NASA,canyon_range_point,DTM,ALL,88.75,-11.31,8.06,-1.01,1.00,1.30,-1.02,1.65,1.33,1.16,1.01,115659,2.65,100
us_3dep,N39PW113H,NASA,canyon_range_point,DTM,FLAT,88.75,-9.75,7.68,-1.02,1.00,1.29,-1.03,1.64,1.33,1.15,1.02,114967,2.64,99.4
us_3dep,N39PW113H,NASA,canyon_range_point,DTM,STEEP,88.75,-11.31,8.06,1.02,2.32,2.96,1.05,3.13,2.46,0.00,1.02,326,5,0.28
us_3dep,N39PW113J,NASA,canyon_range_point,DTM,ALL,87.65,-14.35,13.04,-0.06,1.65,2.28,-0.25,2.28,1.66,1.22,0.06,114221,3.66,100
us_3dep,N39PW113J,NASA,canyon_range_point,DTM,FLAT,87.65,-14.35,12.06,-0.20,1.42,1.93,-0.32,1.94,1.45,1.03,0.20,99755,3.07,87.34
us_3dep,N39PW113J,NASA,canyon_range_point,DTM,STEEP,87.65,-13.52,13.04,0.96,3.03,3.78,1.12,3.90,3.16,0.14,0.96,14101,6.43,12.35
us_3dep,N39PW113K,NASA,canyon_range_point,DTM,ALL,86.61,-83.62,42.27,0.18,5.17,7.11,-0.04,7.12,5.17,3.64,0.18,112865,12.01,100
us_3dep,N39PW113K,NASA,canyon_range_point,DTM,FLAT,86.61,-21.57,23.64,0.16,2.20,3.06,-0.10,3.07,2.19,0.96,0.16,38549,4.84,34.15
us_3dep,N39PW113K,NASA,canyon_range_point,DTM,STEEP,86.61,-83.62,42.27,0.17,6.72,8.49,0.07,8.49,6.72,2.01,0.17,73952,13.77,65.52
us_3dep,N39PW113L,NASA,canyon_range_point,DTM,ALL,85.68,-83.62,53.74,0.16,4.14,6.10,-0.01,6.10,4.14,2.55,0.16,111655,10.19,100
us_3dep,N39PW113L,NASA,canyon_range_point,DTM,FLAT,85.68,-21.57,24.94,-0.04,1.92,2.72,-0.22,2.72,1.93,1.00,0.04,52094,4.04,46.66
us_3dep,N39PW113L,NASA,canyon_range_point,DTM,STEEP,85.68,-83.62,53.74,0.33,6.07,7.98,0.61,7.98,6.09,1.15,0.33,59189,12.84,53.01
us_3dep,N39QW113G,NASA,canyon_range_point,DTM,ALL,85.46,-83.62,53.74,-1.47,0.94,1.23,-1.47,1.92,1.61,1.50,1.47,111377,2.97,100
us_3dep,N39QW113G,NASA,canyon_range_point,DTM,FLAT,85.46,-21.57,24.94,-1.47,0.94,1.23,-1.47,1.92,1.61,1.49,1.47,111093,2.97,99.75
us_3dep,N39QW113H,NASA,canyon_range_point,DTM,ALL,100.00,-83.62,53.74,-0.22,1.66,2.44,-0.45,2.45,1.70,1.19,0.22,130321,3.75,100
us_3dep,N39QW113H,NASA,canyon_range_point,DTM,FLAT,100.00,-21.57,24.94,-0.37,1.33,1.88,-0.50,1.91,1.40,1.01,0.37,114496,2.89,87.86
us_3dep,N39QW113H,NASA,canyon_range_point,DTM,STEEP,100.00,-83.62,53.74,0.84,3.84,4.73,0.77,4.80,3.89,0.13,0.84,15825,7.86,12.14
us_3dep,N39QW113J,NASA,canyon_range_point,DTM,ALL,100.00,-83.62,53.74,2.12,4.78,6.64,1.50,6.97,4.96,3.31,2.12,130321,11.94,100
us_3dep,N39QW113J,NASA,canyon_range_point,DTM,FLAT,100.00,-40.72,27.70,0.94,2.32,3.27,0.71,3.40,2.40,1.06,0.94,51678,5.32,39.65
us_3dep,N39QW113J,NASA,canyon_range_point,DTM,STEEP,100.00,-83.62,53.74,2.89,6.15,8.03,3.01,8.53,6.65,1.69,2.89,78643,14.15,60.35
us_3dep,N39QW113K,NASA,canyon_range_point,DTM,ALL,100.00,-83.62,75.45,-0.23,3.20,5.14,-0.43,5.14,3.23,1.75,0.23,130321,8.43,100
us_3dep,N39QW113K,NASA,canyon_range_point,DTM,FLAT,100.00,-44.57,27.70,-0.37,1.47,2.09,-0.48,2.12,1.53,1.03,0.37,84632,3.13,64.94
us_3dep,N39QW113K,NASA,canyon_range_point,DTM,STEEP,100.00,-83.62,75.45,0.02,6.38,8.19,0.03,8.19,6.38,0.53,0.02,45689,12.82,35.06
us_3dep,N39QW113L,NASA,canyon_range_point,DTM,ALL,100.00,-83.62,75.45,-0.77,4.63,6.41,-0.69,6.45,4.68,3.10,0.77,130321,11.3,100
us_3dep,N39QW113L,NASA,canyon_range_point,DTM,FLAT,100.00,-44.57,28.07,-0.59,1.93,2.90,-0.69,2.96,2.03,0.95,0.59,50278,4.22,38.58
us_3dep,N39QW113L,NASA,canyon_range_point,DTM,STEEP,100.00,-83.62,75.45,-0.88,6.33,7.84,-0.68,7.89,6.35,1.60,0.88,80043,13.02,61.42
us_3dep,N39RW113G,NASA,canyon_range_point,DTM,ALL,100.00,-83.62,75.45,-1.13,1.10,1.49,-1.14,1.87,1.47,1.27,1.13,130321,2.88,100
us_3dep,N39RW113G,NASA,canyon_range_point,DTM,FLAT,100.00,-44.57,30.50,-1.12,1.09,1.44,-1.13,1.82,1.45,1.27,1.12,129665,2.86,99.5
us_3dep,N39RW113G,NASA,canyon_range_point,DTM,STEEP,100.00,-83.62,75.45,-3.43,4.12,5.33,-3.18,6.33,4.98,0.01,3.43,656,10.28,0.5
us_3dep,N39RW113H,NASA,canyon_range_point,DTM,ALL,100.00,-83.62,75.45,-1.30,2.48,3.82,-1.25,4.04,2.78,1.84,1.30,130321,6.73,100
us_3dep,N39RW113H,NASA,canyon_range_point,DTM,FLAT,100.00,-44.57,30.50,-1.08,1.49,2.20,-1.17,2.45,1.82,1.29,1.08,93837,3.56,72
us_3dep,N39RW113H,NASA,canyon_range_point,DTM,STEEP,100.00,-83.62,75.45,-1.88,4.97,6.26,-2.07,6.54,5.24,0.50,1.88,36484,10.51,28
us_3dep,N39RW113J,NASA,canyon_range_point,DTM,ALL,100.00,-151.90,123.62,0.77,7.63,9.99,0.93,10.02,7.67,6.26,0.77,130321,15.96,100
us_3dep,N39RW113J,NASA,canyon_range_point,DTM,FLAT,100.00,-125.82,30.50,0.62,3.88,5.43,0.17,5.47,3.86,0.51,0.62,12086,8.83,9.27
us_3dep,N39RW113J,NASA,canyon_range_point,DTM,STEEP,100.00,-151.90,123.62,0.79,8.01,10.34,1.11,10.37,8.05,5.55,0.79,118235,16.39,90.73
us_3dep,N39RW113K,NASA,canyon_range_point,DTM,ALL,100.00,-151.90,123.62,-0.31,3.86,6.43,-1.10,6.43,3.95,2.20,0.31,130321,10.42,100
us_3dep,N39RW113K,NASA,canyon_range_point,DTM,FLAT,100.00,-125.82,30.50,-1.26,1.49,2.05,-1.32,2.41,1.87,1.36,1.26,85033,3.69,65.25
us_3dep,N39RW113K,NASA,canyon_range_point,DTM,STEEP,100.00,-151.90,123.62,1.47,7.82,10.30,0.98,10.41,7.86,0.71,1.47,45288,16.82,34.75
us_3dep,N39RW113L,NASA,canyon_range_point,DTM,ALL,100.00,-151.90,123.62,-1.89,3.01,4.28,-2.11,4.68,3.61,2.88,1.89,130321,6.94,100
us_3dep,N39RW113L,NASA,canyon_range_point,DTM,FLAT,100.00,-125.82,30.50,-1.35,2.43,3.38,-1.93,3.64,2.96,2.18,1.35,98148,6.89,75.31
us_3dep,N39RW113L,NASA,canyon_range_point,DTM,STEEP,100.00,-151.90,123.62,-3.57,4.73,5.97,-3.64,6.95,5.60,0.75,3.57,32173,11.19,24.69
us_3dep,N39PW113H,ASTER,canyon_range_point,DTM,ALL,88.75,-52.80,15.09,-1.54,3.14,4.38,-1.15,4.65,3.28,2.48,1.54,115659,6.79,100
us_3dep,N39PW113H,ASTER,canyon_range_point,DTM,FLAT,88.75,-52.80,15.09,-1.54,3.14,4.38,-1.15,4.65,3.28,2.47,1.54,114967,6.78,99.4
us_3dep,N39PW113H,ASTER,canyon_range_point,DTM,STEEP,88.75,-15.94,10.94,-2.52,4.48,5.45,-1.88,5.99,4.70,0.01,2.52,326,10.03,0.28
us_3dep,N39PW113J,ASTER,canyon_range_point,DTM,ALL,87.65,-52.80,28.23,-0.84,3.97,5.42,-0.70,5.48,4.02,2.92,0.84,114221,9.23,100
us_3dep,N39PW113J,ASTER,canyon_range_point,DTM,FLAT,87.65,-52.80,28.23,-0.50,3.65,5.00,-0.53,5.02,3.68,2.47,0.50,99755,8.24,87.34
us_3dep,N39PW113J,ASTER,canyon_range_point,DTM,STEEP,87.65,-25.08,22.91,-3.20,5.96,7.35,-3.18,8.01,6.47,0.32,3.20,14101,13.25,12.35
us_3dep,N39PW113K,ASTER,canyon_range_point,DTM,ALL,86.61,-52.80,97.29,3.74,10.06,13.88,1.95,14.37,10.11,6.52,3.74,112865,24.46,100
us_3dep,N39PW113K,ASTER,canyon_range_point,DTM,FLAT,86.61,-52.80,53.45,0.91,3.68,5.18,0.66,5.26,3.72,1.70,0.91,38549,7.95,34.15
us_3dep,N39PW113K,ASTER,canyon_range_point,DTM,STEEP,86.61,-50.61,97.29,5.16,12.88,16.44,4.26,17.23,13.37,3.59,5.16,73952,28.49,65.52
us_3dep,N39PW113L,ASTER,canyon_range_point,DTM,ALL,85.68,-93.18,97.29,0.09,8.52,12.25,-0.39,12.25,8.52,5.64,0.09,111655,20.27,100
us_3dep,N39PW113L,ASTER,canyon_range_point,DTM,FLAT,85.68,-52.80,53.45,-0.52,4.39,5.89,-0.51,5.91,4.41,2.23,0.52,52094,9.5,46.66
us_3dep,N39PW113L,ASTER,canyon_range_point,DTM,STEEP,85.68,-93.18,97.29,0.64,12.15,15.86,-0.05,15.87,12.14,2.56,0.64,59189,25.54,53.01
us_3dep,N39QW113G,ASTER,canyon_range_point,DTM,ALL,85.46,-93.18,97.29,-4.33,4.19,5.30,-4.30,6.85,5.52,4.80,4.33,111377,11.01,100
us_3dep,N39QW113G,ASTER,canyon_range_point,DTM,FLAT,85.46,-52.80,53.45,-4.33,4.19,5.30,-4.30,6.85,5.51,4.79,4.33,111093,11.01,99.75
us_3dep,N39QW113H,ASTER,canyon_range_point,DTM,ALL,100.00,-93.18,97.29,0.69,3.99,5.31,0.55,5.35,4.01,3.09,0.69,130321,8.65,100
us_3dep,N39QW113H,ASTER,canyon_range_point,DTM,FLAT,100.00,-52.80,53.45,0.55,3.57,4.67,0.47,4.70,3.59,2.65,0.55,114496,7.56,87.86
us_3dep,N39QW113H,ASTER,canyon_range_point,DTM,STEEP,100.00,-93.18,97.29,1.64,6.93,8.57,1.70,8.73,7.07,0.34,1.64,15825,14.35,12.14
us_3dep,N39QW113J,ASTER,canyon_range_point,DTM,ALL,100.00,-93.18,97.29,-0.95,9.27,12.78,-0.25,12.82,9.25,6.56,0.95,130321,21.36,100
us_3dep,N39QW113J,ASTER,canyon_range_point,DTM,FLAT,100.00,-66.02,53.45,0.86,5.23,6.90,0.92,6.95,5.29,2.30,0.86,51678,11.12,39.65
us_3dep,N39QW113J,ASTER,canyon_range_point,DTM,STEEP,100.00,-93.18,97.29,-2.13,11.75,15.36,-1.97,15.51,11.86,3.59,2.13,78643,25.54,60.35
us_3dep,N39QW113K,ASTER,canyon_range_point,DTM,ALL,100.00,-132.81,97.29,0.13,6.43,9.98,-0.08,9.98,6.43,3.97,0.13,130321,15.27,100
us_3dep,N39QW113K,ASTER,canyon_range_point,DTM,FLAT,100.00,-107.01,53.45,-0.06,3.68,5.01,-0.14,5.01,3.69,2.31,0.06,84632,7.95,64.94
us_3dep,N39QW113K,ASTER,canyon_range_point,DTM,STEEP,100.00,-132.81,97.29,0.49,11.50,15.41,0.30,15.41,11.51,1.18,0.49,45689,23.3,35.06
us_3dep,N39QW113L,ASTER,canyon_range_point,DTM,ALL,100.00,-132.81,97.29,1.94,8.57,11.63,1.04,11.79,8.59,5.89,1.94,130321,20.46,100
us_3dep,N39QW113L,ASTER,canyon_range_point,DTM,FLAT,100.00,-107.01,53.45,0.26,3.61,5.45,0.34,5.46,3.63,1.62,0.26,50278,8.48,38.58
us_3dep,N39QW113L,ASTER,canyon_range_point,DTM,STEEP,100.00,-132.81,97.29,2.99,11.46,14.10,3.07,14.41,11.71,2.80,2.99,80043,23.41,61.42
us_3dep,N39RW113G,ASTER,canyon_range_point,DTM,ALL,100.00,-132.81,97.29,-2.80,4.17,5.40,-2.67,6.08,4.72,3.92,2.80,130321,9.67,100
us_3dep,N39RW113G,ASTER,canyon_range_point,DTM,FLAT,100.00,-107.01,53.45,-2.82,4.14,5.34,-2.68,6.04,4.69,3.89,2.82,129665,9.63,99.5
us_3dep,N39RW113G,ASTER,canyon_range_point,DTM,STEEP,100.00,-132.81,97.29,1.57,9.40,11.86,1.31,11.94,9.48,0.02,1.57,656,20.41,0.5
us_3dep,N39RW113H,ASTER,canyon_range_point,DTM,ALL,100.00,-132.81,97.29,-0.21,5.03,6.87,-0.87,6.87,5.05,3.80,0.21,130321,10.91,100
us_3dep,N39RW113H,ASTER,canyon_range_point,DTM,FLAT,100.00,-107.01,53.45,-1.23,3.76,4.97,-1.49,5.12,3.96,2.64,1.23,93837,8.14,72
us_3dep,N39RW113H,ASTER,canyon_range_point,DTM,STEEP,100.00,-132.81,97.29,2.42,7.59,9.77,2.49,10.06,7.86,1.00,2.42,36484,16.38,28
us_3dep,N39RW113J,ASTER,canyon_range_point,DTM,ALL,100.00,-178.38,97.29,2.25,14.43,18.47,1.66,18.61,14.49,11.93,2.25,130321,30.5,100
us_3dep,N39RW113J,ASTER,canyon_range_point,DTM,FLAT,100.00,-107.01,68.06,1.02,6.30,8.94,0.45,8.99,6.29,0.93,1.02,12086,14.38,9.27
us_3dep,N39RW113J,ASTER,canyon_range_point,DTM,STEEP,100.00,-178.38,97.29,2.38,15.24,19.18,2.03,19.33,15.32,10.54,2.38,118235,31.4,90.73
us_3dep,N39RW113K,ASTER,canyon_range_point,DTM,ALL,100.00,-178.38,104.51,-0.38,8.22,12.86,-1.08,12.86,8.26,4.72,0.38,130321,21.82,100
us_3dep,N39RW113K,ASTER,canyon_range_point,DTM,FLAT,100.00,-117.35,68.06,-0.84,3.95,5.13,-1.15,5.20,4.05,2.89,0.84,85033,8.33,65.25
us_3dep,N39RW113K,ASTER,canyon_range_point,DTM,STEEP,100.00,-178.38,104.51,0.47,16.16,20.62,-0.50,20.62,16.15,1.52,0.47,45288,33.19,34.75
us_3dep,N39RW113L,ASTER,canyon_range_point,DTM,ALL,100.00,-178.38,104.51,2.41,5.35,7.27,1.96,7.66,5.60,4.21,2.41,130321,11.92,100
us_3dep,N39RW113L,ASTER,canyon_range_point,DTM,FLAT,100.00,-117.35,68.06,1.67,4.15,5.34,1.55,5.60,4.34,2.98,1.67,98148,8.1,75.31
us_3dep,N39RW113L,ASTER,canyon_range_point,DTM,STEEP,100.00,-178.38,104.51,4.68,8.65,10.96,4.58,11.92,9.44,0.92,4.68,32173,19.46,24.69
us_3dep,N39PW113H,FABDEM,canyon_range_point,DTM,ALL,88.75,-7.63,9.29,-0.70,0.27,0.51,-0.74,0.87,0.77,0.74,0.70,115659,1.09,100
us_3dep,N39PW113H,FABDEM,canyon_range_point,DTM,FLAT,88.75,-7.63,5.48,-0.71,0.26,0.46,-0.74,0.85,0.76,0.74,0.71,114967,1.08,99.4
us_3dep,N39PW113H,FABDEM,canyon_range_point,DTM,STEEP,88.75,-7.11,9.29,1.41,2.80,3.27,1.79,3.56,3.02,0.01,1.41,326,5.62,0.28
us_3dep,N39PW113J,FABDEM,canyon_range_point,DTM,ALL,87.65,-13.31,10.72,-0.35,1.30,1.96,-0.65,1.99,1.42,0.98,0.35,114221,3.28,100
us_3dep,N39PW113J,FABDEM,canyon_range_point,DTM,FLAT,87.65,-12.76,8.33,-0.51,0.95,1.41,-0.69,1.50,1.14,0.87,0.51,99755,2.31,87.34
us_3dep,N39PW113J,FABDEM,canyon_range_point,DTM,STEEP,87.65,-13.31,10.72,0.75,3.28,3.94,1.10,4.01,3.37,0.16,0.75,14101,6.36,12.35
us_3dep,N39PW113K,FABDEM,canyon_range_point,DTM,ALL,86.61,-113.55,34.85,-2.06,5.43,7.31,-1.52,7.59,5.63,4.16,2.06,112865,12.96,100
us_3dep,N39PW113K,FABDEM,canyon_range_point,DTM,FLAT,86.61,-23.31,14.44,-0.94,1.93,2.62,-0.92,2.78,2.11,1.05,0.94,38549,4.53,34.15
us_3dep,N39PW113K,FABDEM,canyon_range_point,DTM,STEEP,86.61,-113.55,34.85,-2.64,7.10,8.76,-3.00,9.15,7.46,2.31,2.64,73952,14.66,65.52
us_3dep,N39PW113L,FABDEM,canyon_range_point,DTM,ALL,85.68,-113.55,70.87,-1.05,4.59,6.87,-0.97,6.95,4.71,2.76,1.05,111655,11.98,100
us_3dep,N39PW113L,FABDEM,canyon_range_point,DTM,FLAT,85.68,-23.98,16.66,-0.89,1.58,2.27,-1.04,2.44,1.83,1.12,0.89,52094,3.7,46.66
us_3dep,N39PW113L,FABDEM,canyon_range_point,DTM,STEEP,85.68,-113.55,70.87,-1.20,7.26,9.18,-0.63,9.26,7.27,1.27,1.20,59189,14.78,53.01
us_3dep,N39QW113G,FABDEM,canyon_range_point,DTM,ALL,85.46,-113.55,70.87,-0.88,0.24,0.38,-0.85,0.96,0.88,0.85,0.88,111377,1.22,100
us_3dep,N39QW113G,FABDEM,canyon_range_point,DTM,FLAT,85.46,-23.98,16.66,-0.88,0.24,0.38,-0.85,0.96,0.88,0.85,0.88,111093,1.22,99.75
us_3dep,N39QW113H,FABDEM,canyon_range_point,DTM,ALL,100.00,-113.55,70.87,-0.31,1.25,2.15,-0.57,2.17,1.37,0.77,0.31,130321,3.49,100
us_3dep,N39QW113H,FABDEM,canyon_range_point,DTM,FLAT,100.00,-23.98,16.66,-0.40,0.81,1.33,-0.58,1.38,0.97,0.70,0.40,114496,2.06,87.86
us_3dep,N39QW113H,FABDEM,canyon_range_point,DTM,STEEP,100.00,-113.55,70.87,0.37,4.20,4.99,0.60,5.00,4.22,0.13,0.37,15825,7.96,12.14
us_3dep,N39QW113J,FABDEM,canyon_range_point,DTM,ALL,100.00,-113.55,70.87,0.80,4.55,6.44,0.58,6.48,4.59,3.01,0.80,130321,11.2,100
us_3dep,N39QW113J,FABDEM,canyon_range_point,DTM,FLAT,100.00,-23.98,16.66,0.15,1.74,2.38,0.15,2.39,1.74,0.85,0.15,51678,3.89,39.65
us_3dep,N39QW113J,FABDEM,canyon_range_point,DTM,STEEP,100.00,-113.55,70.87,1.22,6.29,8.03,1.99,8.12,6.45,1.46,1.22,78643,13.27,60.35
us_3dep,N39QW113K,FABDEM,canyon_range_point,DTM,ALL,100.00,-113.55,109.95,-1.07,2.86,5.07,-0.98,5.18,3.19,1.35,1.07,130321,8.82,100
us_3dep,N39QW113K,FABDEM,canyon_range_point,DTM,FLAT,100.00,-23.98,16.66,-0.89,0.82,1.39,-0.97,1.65,1.28,0.99,0.89,84632,2.39,64.94
us_3dep,N39QW113K,FABDEM,canyon_range_point,DTM,STEEP,100.00,-113.55,109.95,-1.41,6.64,8.34,-1.37,8.45,6.73,0.72,1.41,45689,13.08,35.06
us_3dep,N39QW113L,FABDEM,canyon_range_point,DTM,ALL,100.00,-113.55,109.95,-1.28,4.92,6.98,-0.94,7.09,5.06,3.04,1.28,130321,12.57,100
us_3dep,N39QW113L,FABDEM,canyon_range_point,DTM,FLAT,100.00,-23.98,18.25,-0.74,1.21,2.07,-0.88,2.20,1.51,0.88,0.74,50278,2.98,38.58
us_3dep,N39QW113L,FABDEM,canyon_range_point,DTM,STEEP,100.00,-113.55,109.95,-1.61,7.21,8.73,-1.38,8.88,7.29,1.31,1.61,80043,14.38,61.42
us_3dep,N39RW113G,FABDEM,canyon_range_point,DTM,ALL,100.00,-113.55,109.95,-0.99,0.46,0.81,-0.94,1.28,1.04,0.94,0.99,130321,1.69,100
us_3dep,N39RW113G,FABDEM,canyon_range_point,DTM,FLAT,100.00,-23.98,18.25,-0.98,0.43,0.64,-0.94,1.17,1.01,0.94,0.98,129665,1.67,99.5
us_3dep,N39RW113G,FABDEM,canyon_range_point,DTM,STEEP,100.00,-113.55,109.95,-3.62,4.86,6.49,-3.70,7.42,5.94,0.01,3.62,656,12,0.5
us_3dep,N39RW113H,FABDEM,canyon_range_point,DTM,ALL,100.00,-113.55,109.95,-1.52,2.15,3.64,-1.42,3.94,2.75,1.66,1.52,130321,6.89,100
us_3dep,N39RW113H,FABDEM,canyon_range_point,DTM,FLAT,100.00,-23.98,18.25,-1.31,0.91,1.52,-1.38,2.01,1.64,1.37,1.31,93837,2.75,72
us_3dep,N39RW113H,FABDEM,canyon_range_point,DTM,STEEP,100.00,-113.55,109.95,-2.07,5.29,6.39,-2.61,6.72,5.63,0.78,2.07,36484,10.48,28
us_3dep,N39RW113J,FABDEM,canyon_range_point,DTM,ALL,100.00,-113.55,109.95,-0.62,7.62,9.65,-0.44,9.67,7.62,6.61,0.62,130321,15.18,100
us_3dep,N39RW113J,FABDEM,canyon_range_point,DTM,FLAT,100.00,-43.91,58.11,-0.08,2.72,3.61,-0.47,3.61,2.73,0.52,0.08,12086,5.45,9.27
us_3dep,N39RW113J,FABDEM,canyon_range_point,DTM,STEEP,100.00,-113.55,109.95,-0.67,8.12,10.06,-0.43,10.08,8.12,5.87,0.67,118235,15.56,90.73
us_3dep,N39RW113K,FABDEM,canyon_range_point,DTM,ALL,100.00,-113.55,109.95,-0.80,3.49,6.24,-1.11,6.29,3.78,1.64,0.80,130321,11.36,100
us_3dep,N39RW113K,FABDEM,canyon_range_point,DTM,FLAT,100.00,-43.91,58.11,-1.06,0.88,1.33,-1.13,1.70,1.38,1.13,1.06,85033,2.5,65.25
us_3dep,N39RW113K,FABDEM,canyon_range_point,DTM,STEEP,100.00,-113.55,109.95,-0.31,8.29,10.41,-0.60,10.41,8.30,0.71,0.31,45288,16.57,34.75
us_3dep,N39RW113L,FABDEM,canyon_range_point,DTM,ALL,100.00,-113.55,109.95,-1.35,2.42,3.69,-1.37,3.93,2.84,1.97,1.35,130321,6.13,100
us_3dep,N39RW113L,FABDEM,canyon_range_point,DTM,FLAT,100.00,-43.91,58.11,-0.88,1.59,2.28,-1.26,2.45,1.98,1.50,0.88,98148,4.63,75.31
us_3dep,N39RW113L,FABDEM,canyon_range_point,DTM,STEEP,100.00,-113.55,109.95,-2.77,4.88,6.05,-3.23,6.65,5.47,0.59,2.77,32173,10.53,24.69
italy,N46PE010J,COP,md_italy_1sec_point,DSM,ALL,100.00,-84.02,105.38,4.82,11.56,14.67,3.77,15.44,11.97,9.90,4.82,130321,25.07,100
italy,N46PE010J,COP,md_italy_1sec_point,DSM,FLAT,100.00,-40.17,40.39,0.64,2.82,4.49,0.45,4.54,2.85,0.63,0.64,13037,6.43,10
italy,N46PE010J,COP,md_italy_1sec_point,DSM,STEEP,100.00,-84.02,105.38,5.29,12.29,15.32,5.29,16.20,12.98,8.57,5.29,117284,25.76,90
italy,N46PE010J,SRTM,md_italy_1sec_point,DSM,ALL,100.00,-97.17,137.87,4.89,11.76,15.57,3.38,16.32,12.10,9.18,4.89,130321,26.64,100
italy,N46PE010J,SRTM,md_italy_1sec_point,DSM,FLAT,100.00,-33.91,54.42,1.66,3.54,5.36,1.45,5.61,3.80,0.71,1.66,13037,8.57,10
italy,N46PE010J,SRTM,md_italy_1sec_point,DSM,STEEP,100.00,-97.17,137.87,5.25,12.55,16.28,4.24,17.10,13.02,7.94,5.25,117284,27.64,90
italy,N46PE010J,ALOS,md_italy_1sec_area,DSM,ALL,100.00,-57.85,66.70,4.49,4.57,6.27,4.50,7.71,6.02,5.15,4.49,130320,12.15,100
italy,N46PE010J,ALOS,md_italy_1sec_area,DSM,FLAT,100.00,-45.67,34.15,5.25,2.33,3.30,5.90,6.20,5.62,0.48,5.25,12926,8.34,9.92
italy,N46PE010J,ALOS,md_italy_1sec_area,DSM,STEEP,100.00,-57.85,66.70,4.41,4.79,6.51,4.21,7.86,6.06,4.62,4.41,117386,12.55,90.08
italy,N46PE010J,NASA,md_italy_1sec_point,DSM,ALL,100.00,-105.62,128.87,7.91,12.04,15.89,6.38,17.75,13.36,10.09,7.91,130321,29.23,100
italy,N46PE010J,NASA,md_italy_1sec_point,DSM,FLAT,100.00,-43.03,50.83,4.78,3.60,5.45,4.48,7.25,5.70,0.98,4.78,13037,10.92,10
italy,N46PE010J,NASA,md_italy_1sec_point,DSM,STEEP,100.00,-105.62,128.87,8.26,12.86,16.61,7.22,18.55,14.22,8.77,8.26,117284,30.25,90
italy,N46PE010J,ASTER,md_italy_1sec_point,DSM,ALL,100.00,-92.43,108.87,5.21,11.50,14.72,4.45,15.61,12.08,9.85,5.21,130321,25.35,100
italy,N46PE010J,ASTER,md_italy_1sec_point,DSM,FLAT,100.00,-69.55,46.33,2.02,4.60,6.28,1.79,6.60,4.86,0.82,2.02,13037,10.58,10
italy,N46PE010J,ASTER,md_italy_1sec_point,DSM,STEEP,100.00,-92.43,108.87,5.57,12.17,15.33,5.33,16.31,12.89,8.62,5.57,117284,26.17,90
italy,N46PE010J,FABDEM,md_italy_1sec_point,DSM,ALL,100.00,-118.37,105.88,-3.55,13.88,17.63,-1.60,17.99,13.87,11.40,3.55,130321,29.66,100
italy,N46PE010J,FABDEM,md_italy_1sec_point,DSM,FLAT,100.00,-68.85,28.72,-1.70,3.62,5.66,-0.47,5.91,3.43,0.64,1.70,13037,8.68,10
italy,N46PE010J,FABDEM,md_italy_1sec_point,DSM,STEEP,100.00,-118.37,105.88,-3.76,14.94,18.48,-2.44,18.86,15.03,9.93,3.76,117284,30.58,90
